ingredient,match_title,match_url,match_category,match_subcategory,score,reasons
Физалис,Ананас кубики,https://vkusvill.ru/goods/ananas-kubiki-116226.html,"Овощи, фрукты, ягоды, зелень",Фруктовые нарезки и десерты,1.3337,"{'title_overlap': 0.0, 'vec_sim': 0.5743, 'fuzzy': 0.2}"
Физалис,Миндаль жареный,https://vkusvill.ru/goods/mindal-zharenyy-100-g-53261.html,"Орехи, чипсы и снеки",Орехи,1.317,"{'title_overlap': 0.0, 'vec_sim': 0.5044, 'fuzzy': 0.2727}"
Физалис,Сироп Monin Миндаль стекло,https://vkusvill.ru/goods/sirop-monin-mindal-steklo-250-ml-98121.html,Смузи и сокосодержащие,Смузи и сокосодержащие,1.2416,"{'title_overlap': 0.0, 'vec_sim': 0.4372, 'fuzzy': 0.303}"
Физалис,"Миндаль жареный, ядро",https://vkusvill.ru/goods/mindal-zharenyy-yadro-20329.html,"Орехи, чипсы и снеки",Орехи,1.237,"{'title_overlap': 0.0, 'vec_sim': 0.5086, 'fuzzy': 0.2143}"
Физалис,Фреш Ананас,https://vkusvill.ru/goods/fresh-ananas-51005.html,Напитки,Соки,1.2141,"{'title_overlap': 0.0, 'vec_sim': 0.4893, 'fuzzy': 0.2222}"
Физалис,"Драже ""Миндаль - Асаи""",https://vkusvill.ru/goods/drazhe-mindal-asai-ves-80913.html,Сладости и десерты,"Конфеты, карамель",1.2004,"{'title_overlap': 0.0, 'vec_sim': 0.437, 'fuzzy': 0.2759}"
Физалис,"Смузи ""Киви-ананас""",https://vkusvill.ru/goods/smuzi-kivi-ananas-250-ml-25047.html,Можно при диабете,Напитки без добавленного сахара,1.1616,"{'title_overlap': 0.0, 'vec_sim': 0.453, 'fuzzy': 0.2308}"
Физалис,Миндаль жареный Семушка,https://vkusvill.ru/goods/mindal-zharenyy-semushka-50-g-79908.html,"Орехи, семечки","Орехи, семечки",1.1518,"{'title_overlap': 0.0, 'vec_sim': 0.4177, 'fuzzy': 0.2667}"
Физалис,Шампунь питательный Кокос и Миндаль,https://vkusvill.ru/goods/shampun-pitatelnyy-kokos-i-mindal-114936.html,Индилавка: вкусы мира,Косметика,1.1501,"{'title_overlap': 0.0, 'vec_sim': 0.4802, 'fuzzy': 0.1905}"
Физалис,"Драже ""Райский миндаль""",https://vkusvill.ru/goods/drazhe-rayskiy-mindal-63319.html,Сладости и десерты,"Конфеты, карамель",1.0866,"{'title_overlap': 0.0, 'vec_sim': 0.437, 'fuzzy': 0.2}"
Физалис,"Драже ""Миндаль - Черника""",https://vkusvill.ru/goods/drazhe-mindal-chernika-ves-80919.html,Сладости и десерты,"Конфеты, карамель",1.0818,"{'title_overlap': 0.0, 'vec_sim': 0.3927, 'fuzzy': 0.25}"
Физалис,Щавель,https://vkusvill.ru/goods/shchavel-100g-15309.html,Зелень и салаты,Зелень,1.0354,"{'title_overlap': 0.0, 'vec_sim': 0.3188, 'fuzzy': 0.3077}"
Физалис,Фреш Яблоко-Ананас,https://vkusvill.ru/goods/fresh-yabloko-ananas-51003.html,Напитки,Соки,1.0212,"{'title_overlap': 0.0, 'vec_sim': 0.3673, 'fuzzy': 0.24}"
Физалис,Миндаль в фисташковом шоколаде,https://vkusvill.ru/goods/mindal-v-fistashkovom-shokolade-51808.html,Сладости и десерты,"Конфеты, карамель",0.9867,"{'title_overlap': 0.0, 'vec_sim': 0.3229, 'fuzzy': 0.2703}"
Физалис,Миндаль обжаренный лепестки,https://vkusvill.ru/goods/mindal-obzharennyy-lepestki-88451.html,Растительное и с содержанием яиц и молока,"Орехи, семечки, сухофрукты",0.9783,"{'title_overlap': 0.0, 'vec_sim': 0.3964, 'fuzzy': 0.1765}"
Паприка молотая,Паприка молотая,https://vkusvill.ru/goods/paprika-molotaya-16360.html,"Масла, соусы, специи, сахар и соль",Специи,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Паприка молотая,Паприка копчёная красная молотая,https://vkusvill.ru/goods/paprika-kopchyenaya-krasnaya-molotaya-104877.html,"Масла, соусы, специи, сахар и соль",Специи,3.2017,"{'title_overlap': 0.5, 'vec_sim': 0.6676, 'fuzzy': 1.0}"
Паприка молотая,Приправа Волшебное Дерево Паприка копченая молотая,https://vkusvill.ru/goods/priprava-volshebnoe-derevo-paprika-kopchenaya-molotaya-25-g-110087.html,Специи,Специи,3.1184,"{'title_overlap': 0.3333, 'vec_sim': 0.7139, 'fuzzy': 1.0}"
Паприка молотая,Приправа Готовим вместе Паприка сладкая молотая,https://vkusvill.ru/goods/priprava-gotovim-vmeste-paprika-sladkaya-molotaya-15-g-97736.html,Специи,Специи,3.0331,"{'title_overlap': 0.3333, 'vec_sim': 0.6665, 'fuzzy': 1.0}"
Паприка молотая,Куркума молотая,https://vkusvill.ru/goods/kurkuma-molotaya-10-g-16842.html,"Масла, соусы, специи, сахар и соль",Специи,2.8532,"{'title_overlap': 0.3333, 'vec_sim': 0.7888, 'fuzzy': 0.7333}"
Паприка молотая,"Корица молотая, Шри-Ланка",https://vkusvill.ru/goods/koritsa-molotaya-shri-lanka-51887.html,"Масла, соусы, специи, сахар и соль",Специи,2.5296,"{'title_overlap': 0.2, 'vec_sim': 0.7942, 'fuzzy': 0.6}"
Паприка молотая,"Корица молотая, Шри-Ланка",https://vkusvill.ru/goods/koritsa-molotaya-shri-lanka-10-g-57081.html,"Масла, соусы, специи, сахар и соль",Специи,2.5296,"{'title_overlap': 0.2, 'vec_sim': 0.7942, 'fuzzy': 0.6}"
Паприка молотая,Корица Kotanyi молотая,https://vkusvill.ru/goods/koritsa-kotanyi-molotaya-25-g-63623.html,Специи,Специи,2.4445,"{'title_overlap': 0.25, 'vec_sim': 0.6889, 'fuzzy': 0.6364}"
Паприка молотая,Приправа Волшебное дерево Паприка с дымком,https://vkusvill.ru/goods/priprava-volshebnoe-derevo-paprika-s-dymkom-30-g-44608.html,Специи,Специи,2.1901,"{'title_overlap': 0.1429, 'vec_sim': 0.6071, 'fuzzy': 0.6364}"
Паприка молотая,Паприка копченая Премиум,https://vkusvill.ru/goods/paprika-kopchenaya-premium-76485.html,Индилавка: вкусы мира,Пряности и специи,2.1036,"{'title_overlap': 0.25, 'vec_sim': 0.4995, 'fuzzy': 0.6364}"
Паприка молотая,Корица молотая Dr. Bakers,https://vkusvill.ru/goods/koritsa-molotaya-dr-bakers-8-g-49991.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",1.941,"{'title_overlap': 0.2, 'vec_sim': 0.4369, 'fuzzy': 0.6364}"
Паприка молотая,Куркума молотая с повышенным содержанием куркумина,https://vkusvill.ru/goods/kurkuma-molotaya-s-povyshennym-soderzhaniem-kurkumina-107541.html,"Масла, соусы, специи, сахар и соль",Специи,1.8993,"{'title_overlap': 0.1429, 'vec_sim': 0.4455, 'fuzzy': 0.6364}"
Паприка молотая,Чипсы картофельные Pringles Паприка,https://vkusvill.ru/goods/chipsy-kartofelnye-pringles-paprika-165-g-78991.html,Картофельные чипсы,Картофельные чипсы,1.7008,"{'title_overlap': 0.2, 'vec_sim': 0.3035, 'fuzzy': 0.6364}"
Паприка молотая,Куркума молотая с повышенным содержанием куркумина Золото Индии,https://vkusvill.ru/goods/kurkuma-molotaya-s-povyshennym-soderzhaniem-kurkumina-zoloto-indii-76489.html,Индилавка: вкусы мира,Пряности и специи,1.6862,"{'title_overlap': 0.1111, 'vec_sim': 0.3448, 'fuzzy': 0.6364}"
Паприка молотая,Приправа Волшебное дерево Карри,https://vkusvill.ru/goods/priprava-volshebnoe-derevo-karri-30-g-54551.html,Специи,Специи,1.6479,"{'title_overlap': 0.0, 'vec_sim': 0.5894, 'fuzzy': 0.3913}"
Паприка молотая,Чипсы картофельные Lay`s Паприка,https://vkusvill.ru/goods/chipsy-kartofelnye-lay-s-paprika-225-g-73255.html,Картофельные чипсы,Картофельные чипсы,1.6425,"{'title_overlap': 0.1667, 'vec_sim': 0.2896, 'fuzzy': 0.6364}"
Паприка молотая,Лимонная кислота Волшебное Дерево,https://vkusvill.ru/goods/limonnaya-kislota-volshebnoe-derevo-50-g-64799.html,Специи,Специи,1.5727,"{'title_overlap': 0.0, 'vec_sim': 0.596, 'fuzzy': 0.3333}"
Паприка молотая,"Приправа ""Тандури масала""",https://vkusvill.ru/goods/priprava-tanduri-masala-109977.html,"Масла, соусы, специи, сахар и соль",Специи,1.526,"{'title_overlap': 0.0, 'vec_sim': 0.5145, 'fuzzy': 0.4}"
Паприка молотая,Приправа Волшебное дерево Травы итальянской кухни,https://vkusvill.ru/goods/priprava-volshebnoe-derevo-travy-italyanskoy-kukhni-10-g-44700.html,Специи,Специи,1.5195,"{'title_overlap': 0.0, 'vec_sim': 0.5577, 'fuzzy': 0.3438}"
Паприка молотая,"Приправа ""Чесночная"", мельница",https://vkusvill.ru/goods/priprava-chesnochnaya-melnitsa-100885.html,"Масла, соусы, специи, сахар и соль",Специи,1.4919,"{'title_overlap': 0.0, 'vec_sim': 0.4955, 'fuzzy': 0.4}"
Кета,Кета холодного копчения ломтики,https://vkusvill.ru/goods/keta-kholodnogo-kopcheniya-lomtiki-150-g-16424.html,"Растительное и с содержанием рыбы, яиц и молока",Рыба соленая и деликатесы,3.0249,"{'title_overlap': 0.25, 'vec_sim': 0.7083, 'fuzzy': 1.0}"
Кета,Кета балык холодного копчения,https://vkusvill.ru/goods/keta-balyk-kholodnogo-kopcheniya-ves-38847.html,"Рыба, икра и морепродукты",Рыба и икра на развес,2.9357,"{'title_overlap': 0.25, 'vec_sim': 0.6587, 'fuzzy': 1.0}"
Кета,Кета малосоленая филе-ломтики,https://vkusvill.ru/goods/keta-malosolenaya-file-lomtiki-150-g-38983.html,"Растительное и с содержанием рыбы, яиц и молока",Рыба соленая и деликатесы,2.7826,"{'title_overlap': 0.25, 'vec_sim': 0.5737, 'fuzzy': 1.0}"
Кета,Кета жареная филе,https://vkusvill.ru/goods/keta-zharenaya-file-200-g-70274.html,Вторые блюда,Вторые блюда с рыбой и морепродуктами,2.6354,"{'title_overlap': 0.3333, 'vec_sim': 0.4456, 'fuzzy': 1.0}"
Кета,Кета стейк зам,https://vkusvill.ru/goods/keta-steyk-zam-16358.html,"Рыба, икра и морепродукты",Рыба замороженная,2.5469,"{'title_overlap': 0.3333, 'vec_sim': 0.3965, 'fuzzy': 1.0}"
Кета,Кета палочки солено-сушеная,https://vkusvill.ru/goods/keta-palochki-soleno-sushenaya-50-g-18058.html,"Рыба, икра и морепродукты","Рыба вяленая, снеки",2.4129,"{'title_overlap': 0.25, 'vec_sim': 0.3683, 'fuzzy': 1.0}"
Кета,Кета филе порционное зам,https://vkusvill.ru/goods/keta-file-portsionnoe-zam-650-g-84403.html,"Рыба, икра и морепродукты",Рыба замороженная,2.397,"{'title_overlap': 0.25, 'vec_sim': 0.3595, 'fuzzy': 1.0}"
Кета,Кета филе-кусок без кожи зам,https://vkusvill.ru/goods/keta-file-kusok-bez-kozhi-zam-600-g-85221.html,"Рыба, икра и морепродукты",Рыба замороженная,2.3438,"{'title_overlap': 0.1667, 'vec_sim': 0.3762, 'fuzzy': 1.0}"
Кета,Кета тихоокеанская филе-кусочки без кожи малосоленые в масле зам,https://vkusvill.ru/goods/keta-tikhookeanskaya-file-kusochki-bez-kozhi-malosolenye-v-masle-zam-130-g-108815.html,"Рыба, икра и морепродукты",Рыба замороженная,2.1484,"{'title_overlap': 0.1, 'vec_sim': 0.3047, 'fuzzy': 1.0}"
Кета,Нерка холодного копчения ломтики,https://vkusvill.ru/goods/nerka-kholodnogo-kopcheniya-lomtiki-100-g-65794.html,"Растительное и с содержанием рыбы, яиц и молока",Рыба соленая и деликатесы,1.5617,"{'title_overlap': 0.0, 'vec_sim': 0.6824, 'fuzzy': 0.2222}"
Кета,Нерка ломтики холодного копчения,https://vkusvill.ru/goods/nerka-lomtiki-kholodnogo-kopcheniya-ves-102128.html,"Рыба, икра и морепродукты",Рыба и икра на развес,1.5617,"{'title_overlap': 0.0, 'vec_sim': 0.6824, 'fuzzy': 0.2222}"
Кета,Масляная рыба холодного копчения ломтики,https://vkusvill.ru/goods/maslyanaya-ryba-kholodnogo-kopcheniya-lomtiki-100-g-84331.html,"Рыба, икра и морепродукты",Рыба солёная и копчёная,1.5183,"{'title_overlap': 0.0, 'vec_sim': 0.692, 'fuzzy': 0.1818}"
Кета,Семга ребра холодного копчения,https://vkusvill.ru/goods/semga-rebra-kholodnogo-kopcheniya-100-g-94594.html,"Растительное и с содержанием рыбы, яиц и молока",Рыба соленая и деликатесы,1.4926,"{'title_overlap': 0.0, 'vec_sim': 0.6821, 'fuzzy': 0.1765}"
Кета,Масляная рыба ломтики Premium Fish холодного копчения,https://vkusvill.ru/goods/maslyanaya-ryba-lomtiki-premium-fish-kholodnogo-kopcheniya-150-g-115008.html,Рыбная гастрономия,Рыбная гастрономия,1.4748,"{'title_overlap': 0.0, 'vec_sim': 0.7024, 'fuzzy': 0.1404}"
Кета,Масляная рыба холодного копчения,https://vkusvill.ru/goods/maslyanaya-ryba-kholodnogo-kopcheniya-ves-35938.html,"Рыба, икра и морепродукты",Рыба и икра на развес,1.3985,"{'title_overlap': 0.0, 'vec_sim': 0.638, 'fuzzy': 0.1667}"
Кета,Форельинка холодного копчения,https://vkusvill.ru/goods/forel-spinka-kholodnogo-kopcheniya-ves-115696.html,"Рыба, икра и морепродукты",Рыба и икра на развес,1.362,"{'title_overlap': 0.0, 'vec_sim': 0.6052, 'fuzzy': 0.1818}"
Кета,Корюшка азиатская холодного копчения,https://vkusvill.ru/goods/koryushka-aziatskaya-kholodnogo-kopcheniya-250-g-56986.html,"Растительное и с содержанием рыбы, яиц и молока",Рыба соленая и деликатесы,1.3304,"{'title_overlap': 0.0, 'vec_sim': 0.6141, 'fuzzy': 0.15}"
Кета,Горбуша холодного копчения ломтики,https://vkusvill.ru/goods/gorbusha-kholodnogo-kopcheniya-lomtiki-100-g-66588.html,"Растительное и с содержанием рыбы, яиц и молока",Рыба соленая и деликатесы,1.2924,"{'title_overlap': 0.0, 'vec_sim': 0.5864, 'fuzzy': 0.1579}"
Кета,Горбуша ломтики холодного копчения,https://vkusvill.ru/goods/gorbusha-lomtiki-kholodnogo-kopcheniya-ves-114866.html,"Рыба, икра и морепродукты",Рыба и икра на развес,1.2924,"{'title_overlap': 0.0, 'vec_sim': 0.5864, 'fuzzy': 0.1579}"
Кета,Тунец холодного копчения ломтики,https://vkusvill.ru/goods/tunets-kholodnogo-kopcheniya-lomtiki-100-g-81484.html,"Рыба, икра и морепродукты",Рыба солёная и копчёная,1.2793,"{'title_overlap': 0.0, 'vec_sim': 0.5719, 'fuzzy': 0.1667}"
Фризе,"Микс салатный ""Фризе, корн, радичио""",https://vkusvill.ru/goods/miks-salatnyy-frize-korn-radichio-80-g-112223.html,Зелень и салаты,"Салаты, салатные миксы",2.1626,"{'title_overlap': 0.2, 'vec_sim': 0.8871, 'fuzzy': 0.2439}"
Фризе,"Микс салатный ""Паризьен""",https://vkusvill.ru/goods/miks-salatnyy-parizen-17128.html,Зелень и салаты,"Салаты, салатные миксы",1.9273,"{'title_overlap': 0.0, 'vec_sim': 0.8409, 'fuzzy': 0.2759}"
Фризе,"Микс салатный ""Грасс""",https://vkusvill.ru/goods/miks-salatnyy-grass-23160.html,Зелень и салаты,"Салаты, салатные миксы",1.7443,"{'title_overlap': 0.0, 'vec_sim': 0.8409, 'fuzzy': 0.1538}"
Фризе,"Микс салатный ""Рукола, Корн, Радичио""",https://vkusvill.ru/goods/miks-salatnyy-rukola-korn-radichio-125-g-30155.html,Зелень и салаты,"Салаты, салатные миксы",1.7373,"{'title_overlap': 0.0, 'vec_sim': 0.8858, 'fuzzy': 0.0952}"
Фризе,"Микс салатный ""Римини""",https://vkusvill.ru/goods/miks-salatnyy-rimini-120-g-88264.html,Зелень и салаты,"Салаты, салатные миксы",1.7358,"{'title_overlap': 0.0, 'vec_sim': 0.8409, 'fuzzy': 0.1481}"
Фризе,"Микс салатный ""Прованс""",https://vkusvill.ru/goods/miks-salatnyy-provans-17127.html,Зелень и салаты,"Салаты, салатные миксы",1.7286,"{'title_overlap': 0.0, 'vec_sim': 0.8413, 'fuzzy': 0.1429}"
Фризе,"Микс салатный ""Корн и радичио""",https://vkusvill.ru/goods/miks-salatnyy-korn-i-radichio-75-g-108451.html,Зелень и салаты,"Салаты, салатные миксы",1.6535,"{'title_overlap': 0.0, 'vec_sim': 0.8234, 'fuzzy': 0.1143}"
Фризе,"Микс салатный ""Месклам""",https://vkusvill.ru/goods/miks-salatnyy-mesklam-125-g-29853.html,Зелень и салаты,"Салаты, салатные миксы",1.6207,"{'title_overlap': 0.0, 'vec_sim': 0.8409, 'fuzzy': 0.0714}"
Фризе,"Микс салатный ""Тоскана""",https://vkusvill.ru/goods/miks-salatnyy-toskana-22189.html,Зелень и салаты,"Салаты, салатные миксы",1.6185,"{'title_overlap': 0.0, 'vec_sim': 0.8397, 'fuzzy': 0.0714}"
Фризе,"Микс салатный ""Витамикс""",https://vkusvill.ru/goods/miks-salatnyy-vitamiks-150-g-75991.html,Зелень и салаты,"Салаты, салатные миксы",1.617,"{'title_overlap': 0.0, 'vec_sim': 0.8409, 'fuzzy': 0.069}"
Фризе,"Микс салатный ""Шпинат и мангольд""",https://vkusvill.ru/goods/miks-salatnyy-shpinat-i-mangold-75-g-117237.html,Зелень и салаты,"Салаты, салатные миксы",1.4752,"{'title_overlap': 0.0, 'vec_sim': 0.7757, 'fuzzy': 0.0526}"
Фризе,"Микс салатный ""Цезарь""",https://vkusvill.ru/goods/miks-salatnyy-tsezar-140-g-69912.html,Зелень и салаты,"Салаты, салатные миксы",1.374,"{'title_overlap': 0.0, 'vec_sim': 0.6399, 'fuzzy': 0.1481}"
Фризе,Редис,https://vkusvill.ru/goods/redis-125-g-18521.html,Овощи,"Редис, редька, дайкон",1.3675,"{'title_overlap': 0.0, 'vec_sim': 0.4264, 'fuzzy': 0.4}"
Фризе,"Овощной микс ""Витаминное трио""",https://vkusvill.ru/goods/ovoshchnoy-miks-vitaminnoe-trio-250-g-105788.html,Зелень и салаты,"Салаты, салатные миксы",1.3261,"{'title_overlap': 0.0, 'vec_sim': 0.6415, 'fuzzy': 0.1143}"
Фризе,Овощной микс,https://vkusvill.ru/goods/ovoshchnoy-miks-ves-sp-105964.html,Вторые блюда,Гарниры и вторые блюда без мяса,1.3017,"{'title_overlap': 0.0, 'vec_sim': 0.6251, 'fuzzy': 0.1176}"
Фризе,"Краб камчатский в солевой заливке ""Салатный""",https://vkusvill.ru/goods/krab-kamchatskiy-v-solevoy-zalivke-salatnyy-220-g-54393.html,"Рыба, икра и морепродукты",Рыбные консервы,1.2638,"{'title_overlap': 0.0, 'vec_sim': 0.6341, 'fuzzy': 0.0816}"
Фризе,"Краб стригун-опилио в солевой заливке ""Салатный""",https://vkusvill.ru/goods/krab-strigun-opilio-v-solevoy-zalivke-salatnyy-220-g-110742.html,"Рыба, икра и морепродукты",Рыбные консервы,1.2568,"{'title_overlap': 0.0, 'vec_sim': 0.6353, 'fuzzy': 0.0755}"
Фризе,Итальянский микс,https://vkusvill.ru/goods/italyanskiy-miks-31754.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",1.2358,"{'title_overlap': 0.0, 'vec_sim': 0.6072, 'fuzzy': 0.0952}"
Фризе,"Пахлава ""Ореховый микс""",https://vkusvill.ru/goods/pakhlava-orekhovyy-miks-97573.html,Сладости и десерты,Халва и восточные сладости,1.2096,"{'title_overlap': 0.0, 'vec_sim': 0.553, 'fuzzy': 0.1429}"
Фризе,Драже Tic Tac освежающее цитрусовый микс,https://vkusvill.ru/goods/drazhe-tic-tac-osvezhayushchee-tsitrusovyy-miks-16-g-80819.html,"Карамель, леденцы, драже","Карамель, леденцы, драже",1.1731,"{'title_overlap': 0.0, 'vec_sim': 0.5406, 'fuzzy': 0.1333}"
Шелковица,Гречка отварная,https://vkusvill.ru/goods/grechka-otvarnaya-ves-sp-107152.html,Вторые блюда,Гарниры и вторые блюда без мяса,0.3333,{'fallback': True}
Хлеб ржаной,"Хлеб ржаной ""Мультизлаковый""",https://vkusvill.ru/goods/khleb-rzhanoy-multizlakovyy-80672.html,Хлеб и выпечка,Хлеб на закваске,3.9646,"{'title_overlap': 0.6667, 'vec_sim': 0.9988, 'fuzzy': 1.0}"
Хлеб ржаной,"Хлеб ""Пшенично-ржаной""",https://vkusvill.ru/goods/khleb-pshenichno-rzhanoy-88966.html,Хлеб и выпечка,Хлеб на закваске,3.464,"{'title_overlap': 0.6667, 'vec_sim': 0.9985, 'fuzzy': 0.6667}"
Хлеб ржаной,Хлеб Каравай Ржаной нарезка,https://vkusvill.ru/goods/khleb-karavay-rzhanoy-narezka-415-g-104496.html,Хлеб,Хлеб,3.4586,"{'title_overlap': 0.5, 'vec_sim': 0.8103, 'fuzzy': 1.0}"
Хлеб ржаной,Хлеб Коломенское Ржаной Край заварной в нарезке,https://vkusvill.ru/goods/khleb-kolomenskoe-rzhanoy-kray-zavarnoy-v-narezke-300-g-60293.html,Продукты без лактозы,Хлеб и выпечка без лактозы,3.408,"{'title_overlap': 0.2857, 'vec_sim': 0.9013, 'fuzzy': 1.0}"
Хлеб ржаной,"Хлеб ""100% ржаной на закваске"" солодовый",https://vkusvill.ru/goods/khleb-100-rzhanoy-na-zakvaske-solodovyy-78542.html,Хлеб и выпечка,Хлеб на закваске,3.2888,"{'title_overlap': 0.3333, 'vec_sim': 0.8086, 'fuzzy': 1.0}"
Хлеб ржаной,"Хлеб ржаной ""Родной из детства"". Пекарня",https://vkusvill.ru/goods/khleb-rzhanoy-rodnoy-iz-detstva-pekarnya-65177.html,Хлеб и выпечка,Хлеб на закваске,3.1654,"{'title_overlap': 0.3333, 'vec_sim': 0.74, 'fuzzy': 1.0}"
Хлеб ржаной,"Хлеб ржаной ""Родной из детства"", половинка. Пекарня",https://vkusvill.ru/goods/khleb-rzhanoy-rodnoy-iz-detstva-polovinka-pekarnya-65691.html,Хлеб и выпечка,Хлеб на закваске,3.1058,"{'title_overlap': 0.2857, 'vec_sim': 0.7334, 'fuzzy': 1.0}"
Хлеб ржаной,"Хлеб ""Злаковый""",https://vkusvill.ru/goods/khleb-zlakovyy-78541.html,Хлеб и выпечка,Хлеб на закваске,2.9759,"{'title_overlap': 0.3333, 'vec_sim': 0.9553, 'fuzzy': 0.6154}"
Хлеб ржаной,"Хлеб ""Бородинский""",https://vkusvill.ru/goods/khleb-borodinskiy-350g-95849.html,Хлеб и выпечка,Хлеб чёрный и серый,2.9,"{'title_overlap': 0.3333, 'vec_sim': 0.9661, 'fuzzy': 0.5517}"
Хлеб ржаной,"Хлеб ""Бородинский""",https://vkusvill.ru/goods/khleb-borodinskiy-675.html,Продукты без лактозы,Хлеб и выпечка без лактозы,2.9,"{'title_overlap': 0.3333, 'vec_sim': 0.9661, 'fuzzy': 0.5517}"
Хлеб ржаной,"Хлеб ""Симеоновский""",https://vkusvill.ru/goods/khleb-simeonovskiy-46192.html,Хлеб и выпечка,Хлеб на закваске,2.8845,"{'title_overlap': 0.3333, 'vec_sim': 0.9729, 'fuzzy': 0.5333}"
Хлеб ржаной,"Хлеб ""Альпийский"" цельнозерновой",https://vkusvill.ru/goods/khleb-alpiyskiy-tselnozernovoy-49745.html,Продукты без лактозы,Хлеб и выпечка без лактозы,2.8036,"{'title_overlap': 0.25, 'vec_sim': 0.9742, 'fuzzy': 0.5333}"
Хлеб ржаной,"Хлеб ""Польза семечек""",https://vkusvill.ru/goods/khleb-polza-semechek-81204.html,Хлеб и выпечка,Хлеб на закваске,2.8011,"{'title_overlap': 0.25, 'vec_sim': 0.9728, 'fuzzy': 0.5333}"
Хлеб ржаной,"Хлеб ""Элитный"" заварной",https://vkusvill.ru/goods/khleb-elitnyy-zavarnoy-112769.html,Хлеб и выпечка,Цельнозерновой и зерновой хлеб,2.799,"{'title_overlap': 0.25, 'vec_sim': 0.9717, 'fuzzy': 0.5333}"
Хлеб ржаной,Хлеб Каравай Дарницкий,https://vkusvill.ru/goods/khleb-karavay-darnitskiy-360-g-104482.html,Хлеб,Хлеб,2.796,"{'title_overlap': 0.25, 'vec_sim': 0.97, 'fuzzy': 0.5333}"
Хлеб ржаной,"Хлеб ""Ремесленный"", заварной",https://vkusvill.ru/goods/khleb-remeslennyy-zavarnoy-40431.html,Хлеб и выпечка,Хлеб на закваске,2.795,"{'title_overlap': 0.25, 'vec_sim': 0.9694, 'fuzzy': 0.5333}"
Хлеб ржаной,Хлеб Гречишный,https://vkusvill.ru/goods/khleb-grechishnyy-narezka-92227.html,Хлеб и выпечка,Хлеб в нарезке,2.791,"{'title_overlap': 0.3333, 'vec_sim': 0.832, 'fuzzy': 0.64}"
Хлеб ржаной,Хлеб Аютинский Хлеб Тостовый половинка,https://vkusvill.ru/goods/khleb-ayutinskiy-khleb-tostovyy-polovinka-280-g-100414.html,Хлеб,Хлеб,2.7462,"{'title_overlap': 0.2, 'vec_sim': 0.9701, 'fuzzy': 0.5333}"
Хлеб ржаной,Хлеб Аютинский Хлеб Тостовый суперсемечковый,https://vkusvill.ru/goods/khleb-ayutinskiy-khleb-tostovyy-supersemechkovyy-330-g-100424.html,Хлеб,Хлеб,2.7456,"{'title_overlap': 0.2, 'vec_sim': 0.9698, 'fuzzy': 0.5333}"
Хлеб ржаной,"Хлеб ""Гречишный""",https://vkusvill.ru/goods/khleb-grechishnyy-49747.html,Продукты без лактозы,Хлеб и выпечка без лактозы,2.7199,"{'title_overlap': 0.3333, 'vec_sim': 0.832, 'fuzzy': 0.5926}"
Шишки сосновые,Варенье из сосновой шишки с кедровым орехом,https://vkusvill.ru/goods/varene-iz-sosnovoy-shishki-s-kedrovym-orekhom-103585.html,Консервация,"Варенье, джемы, пюре",2.4909,"{'title_overlap': 0.125, 'vec_sim': 0.8758, 'fuzzy': 0.5263}"
Шишки сосновые,Варенье из калины,https://vkusvill.ru/goods/varene-iz-kaliny-103574.html,Консервация,"Варенье, джемы, пюре",2.0079,"{'title_overlap': 0.0, 'vec_sim': 0.7929, 'fuzzy': 0.3871}"
Шишки сосновые,Варенье вишневое,https://vkusvill.ru/goods/varene-vishnevoe-310-g-15758.html,Консервация,"Варенье, джемы, пюре",1.9809,"{'title_overlap': 0.0, 'vec_sim': 0.8227, 'fuzzy': 0.3333}"
Шишки сосновые,Варенье клубничное,https://vkusvill.ru/goods/varene-klubnichnoe-310-g-19927.html,Консервация,"Варенье, джемы, пюре",1.9508,"{'title_overlap': 0.0, 'vec_sim': 0.8234, 'fuzzy': 0.3125}"
Шишки сосновые,Варенье Ратибор Абрикос,https://vkusvill.ru/goods/varene-ratibor-abrikos-360-g-76600.html,"Варенье, джемы, конфитюры","Варенье, джемы, конфитюры",1.9273,"{'title_overlap': 0.0, 'vec_sim': 0.8004, 'fuzzy': 0.3243}"
Шишки сосновые,Варенье из ананаса и абрикоса,https://vkusvill.ru/goods/varene-iz-ananasa-i-abrikosa-102753.html,Консервация,"Варенье, джемы, пюре",1.9268,"{'title_overlap': 0.0, 'vec_sim': 0.7603, 'fuzzy': 0.3721}"
Шишки сосновые,Варенье KERAKUR из вишни,https://vkusvill.ru/goods/varene-kerakur-iz-vishni-610-g-79194.html,"Варенье, джемы, конфитюры","Варенье, джемы, конфитюры",1.9234,"{'title_overlap': 0.0, 'vec_sim': 0.8054, 'fuzzy': 0.3158}"
Шишки сосновые,"Варенье ""Домашнее"" из жимолости",https://vkusvill.ru/goods/varene-domashnee-iz-zhimolosti-300-g-89387.html,Консервация,"Варенье, джемы, пюре",1.9213,"{'title_overlap': 0.0, 'vec_sim': 0.8081, 'fuzzy': 0.3111}"
