ingredient,match_title,match_url,match_category,match_subcategory,score,reasons
Икра черная,Икра грибная,https://vkusvill.ru/goods/ikra-gribnaya-200-g-101142.html,Консервация,"Хумус, закуски и соленья",1.701,"{'title_overlap': 0.3333, 'vec_sim': 0.7743, 'fuzzy': 0.7826}"
Икра черная,"Эклеры ""Черная смородина"" с кракелюром",https://vkusvill.ru/goods/eklery-chernaya-smorodina-s-krakelyurom-3-sht-113696.html,Сладости и десерты,Эклеры и профитроли,1.6999,"{'title_overlap': 0.1667, 'vec_sim': 0.6137, 'fuzzy': 0.2857}"
Икра черная,"Сорбет ""Черная и красная смородина""",https://vkusvill.ru/goods/sorbet-chernaya-i-krasnaya-smorodina-90768.html,Замороженные продукты,Мороженое,1.6984,"{'title_overlap': 0.1667, 'vec_sim': 0.5611, 'fuzzy': 0.3478}"
Икра черная,"Лимонад ""Черная смородина""",https://vkusvill.ru/goods/limonad-chernaya-smorodina-320-ml-111000.html,Напитки,"Лимонады, газировка",1.6974,"{'title_overlap': 0.25, 'vec_sim': 0.5338, 'fuzzy': 0.3243}"
Икра черная,"Пирожное моти ""Черная смородина-мята""",https://vkusvill.ru/goods/pirozhnoe-moti-chernaya-smorodina-myata-112705.html,Сладости и десерты,Пирожные и десерты,1.6306,"{'title_overlap': 0.1667, 'vec_sim': 0.5355, 'fuzzy': 0.3333}"
Икра черная,"Зефир ремесленный ""Черная смородина""",https://vkusvill.ru/goods/zefir-remeslennyy-chernaya-smorodina-109669.html,Сладости и десерты,"Зефир, пастила, безе и мармелад",1.6151,"{'title_overlap': 0.2, 'vec_sim': 0.5379, 'fuzzy': 0.2979}"
Икра черная,"Икра ""Грибная""",https://vkusvill.ru/goods/ikra-gribnaya-32050.html,Консервация,Икра овощная и лечо,1.6071,"{'title_overlap': 0.3333, 'vec_sim': 0.7743, 'fuzzy': 0.72}"
Икра черная,"Сорбет ""Черная смородина и мята""",https://vkusvill.ru/goods/sorbet-chernaya-smorodina-i-myata-91577.html,Мороженое,Сорбеты и фруктовый лёд,1.5676,"{'title_overlap': 0.1667, 'vec_sim': 0.5457, 'fuzzy': 0.2791}"
Икра черная,"Эклер ""Черная смородина"" с кракелюром, кафе",https://vkusvill.ru/goods/ekler-chernaya-smorodina-s-krakelyurom-kafe-113697.html,Сладости и десерты,Пирожные и десерты,1.5404,"{'title_overlap': 0.1429, 'vec_sim': 0.5604, 'fuzzy': 0.2593}"
Икра черная,"Мороженое йогуртное с пробиотиками ""Черная смородина""",https://vkusvill.ru/goods/morozhenoe-yogurtnoe-s-probiotikami-chernaya-smorodina-104639.html,Замороженные продукты,Мороженое,1.4378,"{'title_overlap': 0.1429, 'vec_sim': 0.5371, 'fuzzy': 0.2188}"
Желирующая смесь,"Смесь хлопьев ""Мультизлаковая""",https://vkusvill.ru/goods/smes-khlopev-multizlakovaya-38793.html,"Крупы, макароны, мука",Каши,2.7342,"{'title_overlap': 0.25, 'vec_sim': 0.9833, 'fuzzy': 0.4762}"
Желирующая смесь,"Смесь ягодная, быстрозамороженная",https://vkusvill.ru/goods/smes-yagodnaya-bystrozamorozhennaya-56180.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.7312,"{'title_overlap': 0.25, 'vec_sim': 0.9816, 'fuzzy': 0.4762}"
Желирующая смесь,Смесь жареных орехов,https://vkusvill.ru/goods/smes-zharenykh-orekhov-mindal-funduk-keshyu-300-g-63207.html,"Орехи, чипсы и снеки",Орехи,2.642,"{'title_overlap': 0.25, 'vec_sim': 0.9122, 'fuzzy': 0.5}"
Желирующая смесь,Смесь жареных орехов,https://vkusvill.ru/goods/smes-zharenykh-orekhov-mindal-funduk-keshyu-500-g-53258.html,"Орехи, чипсы и снеки",Орехи,2.642,"{'title_overlap': 0.25, 'vec_sim': 0.9122, 'fuzzy': 0.5}"
Желирующая смесь,"Аджика сухая острая, авторская смесь приправ",https://vkusvill.ru/goods/adzhika-sukhaya-ostraya-avtorskaya-smes-priprav-94446.html,Индилавка: вкусы мира,Пряности и специи,2.6243,"{'title_overlap': 0.1429, 'vec_sim': 0.9817, 'fuzzy': 0.4762}"
Желирующая смесь,Смесь сушеных орехов,https://vkusvill.ru/goods/smes-sushenykh-orekhov-pekan-mindal-keshyu-110806.html,"Орехи, чипсы и снеки",Орехи,2.6008,"{'title_overlap': 0.25, 'vec_sim': 0.9092, 'fuzzy': 0.4762}"
Желирующая смесь,Смесь сушеных орехов,https://vkusvill.ru/goods/smes-sushenykh-orekhov-keshyu-funduk-mindal-gretskiy-orekh-200-g-110801.html,"Орехи, чипсы и снеки",Орехи,2.6008,"{'title_overlap': 0.25, 'vec_sim': 0.9092, 'fuzzy': 0.4762}"
Желирующая смесь,Смесь сушеных орехов,https://vkusvill.ru/goods/smes-sushenykh-orekhov-mindal-keshyu-brazilskiy-orekh-100-g-93975.html,"Орехи, чипсы и снеки",Орехи,2.6008,"{'title_overlap': 0.25, 'vec_sim': 0.9092, 'fuzzy': 0.4762}"
Желирующая смесь,Смесь орехов с сушеной сливой,https://vkusvill.ru/goods/smes-orekhov-s-sushenoy-slivoy-106185.html,"Орехи, чипсы и снеки",Орехи,2.4695,"{'title_overlap': 0.1667, 'vec_sim': 0.8825, 'fuzzy': 0.4762}"
Желирующая смесь,"Смесь овощная ""Голландская"", быстрозам",https://vkusvill.ru/goods/smes-ovoshchnaya-gollandskaya-bystrozam-74683.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.4604,"{'title_overlap': 0.2, 'vec_sim': 0.8589, 'fuzzy': 0.4762}"
Желирующая смесь,"Смесь овощная ""Карибская"", быстрозам",https://vkusvill.ru/goods/smes-ovoshchnaya-karibskaya-bystrozam-83378.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.4604,"{'title_overlap': 0.2, 'vec_sim': 0.8589, 'fuzzy': 0.4762}"
Желирующая смесь,"Смесь овощная ""Греческая"", быстрозам",https://vkusvill.ru/goods/smes-ovoshchnaya-grecheskaya-bystrozam-74669.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.4589,"{'title_overlap': 0.2, 'vec_sim': 0.8581, 'fuzzy': 0.4762}"
Желирующая смесь,"Смесь овощная ""Паприкаш"", быстрозамороженная",https://vkusvill.ru/goods/smes-ovoshchnaya-paprikash-bystrozamorozhennaya-56179.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.455,"{'title_overlap': 0.2, 'vec_sim': 0.8559, 'fuzzy': 0.4762}"
Желирующая смесь,Смесь изюма Семушка Джамбо,https://vkusvill.ru/goods/smes-izyuma-semushka-dzhambo-150-g-90763.html,Сухофрукты,Сухофрукты,2.4404,"{'title_overlap': 0.2, 'vec_sim': 0.8478, 'fuzzy': 0.4762}"
Желирующая смесь,Мучная смесь С.Пудовъ Оладьи,https://vkusvill.ru/goods/muchnaya-smes-s-pudov-oladi-500-g-105633.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",2.4306,"{'title_overlap': 0.1667, 'vec_sim': 0.8609, 'fuzzy': 0.4762}"
Желирующая смесь,Салатная смесь Белая дача Botanicum рукола мангольд мизуна,https://vkusvill.ru/goods/salatnaya-smes-belaya-dacha-botanicum-rukola-mangold-mizuna-75-g-65594.html,"Овощи, фрукты, зелень","Овощи, фрукты, зелень",2.4167,"{'title_overlap': 0.1111, 'vec_sim': 0.8841, 'fuzzy': 0.4762}"
Желирующая смесь,"Смесь овощная ""Три капусты""",https://vkusvill.ru/goods/smes-ovoshchnaya-tri-kapusty-38962.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.4037,"{'title_overlap': 0.2, 'vec_sim': 0.7979, 'fuzzy': 0.5116}"
Желирующая смесь,"Смесь овощная рататуй, свежезамороженная",https://vkusvill.ru/goods/smes-ovoshchnaya-ratatuy-svezhezamorozhennaya-16260.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.3988,"{'title_overlap': 0.2, 'vec_sim': 0.8247, 'fuzzy': 0.4762}"
Желирующая смесь,"Смесь овощная ""Гавайская"", свежезамороженная",https://vkusvill.ru/goods/smes-ovoshchnaya-gavayskaya-svezhezamorozhennaya-16090.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.3986,"{'title_overlap': 0.2, 'vec_sim': 0.8246, 'fuzzy': 0.4762}"
Желирующая смесь,Смесь риса бурого и дикого,https://vkusvill.ru/goods/smes-risa-burogo-i-dikogo-paketiki-29383.html,Бакалея без глютена,Крупы,2.3888,"{'title_overlap': 0.1667, 'vec_sim': 0.8377, 'fuzzy': 0.4762}"
Ванильный стручок,Лукум сбивной ванильный,https://vkusvill.ru/goods/lukum-sbivnoy-vanilnyy-ves-63393.html,Сладости и десерты,"Зефир, пастила, безе и мармелад",2.9811,"{'title_overlap': 0.25, 'vec_sim': 0.9404, 'fuzzy': 0.6923}"
Ванильный стручок,"Эклер ""Ванильный""",https://vkusvill.ru/goods/ekler-vanilnyy-14991.html,Сладости и десерты,Пирожные и десерты,2.9665,"{'title_overlap': 0.3333, 'vec_sim': 0.9236, 'fuzzy': 0.6471}"
Ванильный стручок,"Пломбир ванильный ""Игрушка""",https://vkusvill.ru/goods/plombir-vanilnyy-igrushka-52805.html,Замороженные продукты,Мороженое,2.6848,"{'title_overlap': 0.25, 'vec_sim': 0.7758, 'fuzzy': 0.6923}"
Ванильный стручок,Зефир ванильный,https://vkusvill.ru/goods/zefir-vanilnyy-80-g-31845.html,Сладости и десерты,"Зефир, пастила, безе и мармелад",2.6197,"{'title_overlap': 0.3333, 'vec_sim': 0.6452, 'fuzzy': 0.75}"
Ванильный стручок,Зефир ванильный,https://vkusvill.ru/goods/zefir-vanilnyy-250-g-15200.html,Сладости и десерты,"Зефир, пастила, безе и мармелад",2.6197,"{'title_overlap': 0.3333, 'vec_sim': 0.6452, 'fuzzy': 0.75}"
Ванильный стручок,Пломбир ванильный во взбитой глазури,https://vkusvill.ru/goods/plombir-vanilnyy-vo-vzbitoy-glazuri-22859.html,Замороженные продукты,Мороженое,2.5015,"{'title_overlap': 0.1667, 'vec_sim': 0.7202, 'fuzzy': 0.6923}"
Ванильный стручок,"Эклер ""Ванильный"" зам",https://vkusvill.ru/goods/ekler-vanilnyy-zam-5-sht-85900.html,Замороженные продукты,Замороженные торты и десерты,2.4629,"{'title_overlap': 0.25, 'vec_sim': 0.7469, 'fuzzy': 0.5789}"
Ванильный стручок,Напиток овсяный Nemoloko ванильный,https://vkusvill.ru/goods/napitok-ovsyanyy-nemoloko-vanilnyy-1-l-45358.html,Растительные напитки,Растительные напитки,2.382,"{'title_overlap': 0.2, 'vec_sim': 0.6353, 'fuzzy': 0.6923}"
Ванильный стручок,Пирог немецкий ванильный,https://vkusvill.ru/goods/pirog-nemetskiy-vanilnyy-102404.html,Хлеб и выпечка,Сладкая сдоба и булочки,2.3803,"{'title_overlap': 0.25, 'vec_sim': 0.6066, 'fuzzy': 0.6923}"
Ванильный стручок,Мороженое Чистая линия Семейное пломбир ванильный,https://vkusvill.ru/goods/morozhenoe-chistaya-liniya-semeynoe-plombir-vanilnyy-200-g-54706.html,Мороженое,Мороженое,2.3777,"{'title_overlap': 0.1429, 'vec_sim': 0.6647, 'fuzzy': 0.6923}"
Ванильный стручок,Мороженое Чистая линия Семейное пломбир ванильный,https://vkusvill.ru/goods/morozhenoe-chistaya-liniya-semeynoe-plombir-vanilnyy-450-g-54711.html,Мороженое,Мороженое,2.3777,"{'title_overlap': 0.1429, 'vec_sim': 0.6647, 'fuzzy': 0.6923}"
Ванильный стручок,Эскимо пломбир ванильный с воздушным рисом в белом шок,https://vkusvill.ru/goods/eskimo-plombir-vanilnyy-s-vozdushnym-risom-v-belom-shok-88679.html,Мороженое,Эскимо,2.3553,"{'title_overlap': 0.1, 'vec_sim': 0.676, 'fuzzy': 0.6923}"
Ванильный стручок,Маршмеллоу Guandy Классик белый ванильный,https://vkusvill.ru/goods/marshmellou-guandy-klassik-belyy-vanilnyy-200-g-79213.html,"Зефир, мармелад, пастила","Зефир, мармелад, пастила",2.3305,"{'title_overlap': 0.1667, 'vec_sim': 0.6252, 'fuzzy': 0.6923}"
Ванильный стручок,Пломбир ванильный брикет на вафлях 20%,https://vkusvill.ru/goods/plombir-vanilnyy-briket-na-vaflyakh-20-80g-106473.html,Замороженные продукты,Мороженое,2.313,"{'title_overlap': 0.1429, 'vec_sim': 0.6287, 'fuzzy': 0.6923}"
Ванильный стручок,Мороженое Чистая линия эскимо пломбир ванильный в апельсиновом соке,https://vkusvill.ru/goods/morozhenoe-chistaya-liniya-eskimo-plombir-vanilnyy-v-apelsinovom-soke-70-g-75859.html,Мороженое,Мороженое,2.2888,"{'title_overlap': 0.1, 'vec_sim': 0.6391, 'fuzzy': 0.6923}"
Ванильный стручок,Сахар Dr. Bakers Ванильный,https://vkusvill.ru/goods/sakhar-dr-bakers-vanilnyy-8-g-50303.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",2.254,"{'title_overlap': 0.2, 'vec_sim': 0.5642, 'fuzzy': 0.6923}"
Ванильный стручок,Пломбир ванильный с изюмом брикет на вафлях,https://vkusvill.ru/goods/plombir-vanilnyy-s-izyumom-briket-na-vaflyakh-15283.html,Замороженные продукты,Мороженое,2.2126,"{'title_overlap': 0.125, 'vec_sim': 0.5829, 'fuzzy': 0.6923}"
Ванильный стручок,Пудинг молочный ванильный 3%,https://vkusvill.ru/goods/puding-molochnyy-vanilnyy-3-102357.html,"Молочные продукты, яйцо","Творожки, муссы и десерты",2.194,"{'title_overlap': 0.2, 'vec_sim': 0.5309, 'fuzzy': 0.6923}"
Ванильный стручок,Мороженое Чистая Линияелый Кактус эскимо ванильный с малиновым наполнителем в глазури,https://vkusvill.ru/goods/morozhenoe-chistaya-liniya-veselyy-kaktus-eskimo-vanilnyy-s-malinovym-napolnitelem-v-glazuri-80-g-65228.html,Мороженое,Мороженое,2.1772,"{'title_overlap': 0.0833, 'vec_sim': 0.5863, 'fuzzy': 0.6923}"
Ванильный стручок,Сахар Dr. Bakers Ванильный с натуральной ванилью,https://vkusvill.ru/goods/sakhar-dr-bakers-vanilnyy-s-naturalnoy-vanilyu-15-g-50307.html,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",2.1608,"{'title_overlap': 0.125, 'vec_sim': 0.5541, 'fuzzy': 0.6923}"
Ткемали,Соус Кинто Ткемали классический с/б,https://vkusvill.ru/goods/sous-kinto-tkemali-klassicheskiy-s-b-300-g-63331.html,Соусы,Соусы,3.2356,"{'title_overlap': 0.1667, 'vec_sim': 0.8716, 'fuzzy': 1.0}"
Ткемали,Соус Trest B Ткемали классический с/б,https://vkusvill.ru/goods/sous-trest-b-tkemali-klassicheskiy-s-b-245-g-113391.html,Соусы,Соусы,3.2118,"{'title_overlap': 0.1429, 'vec_sim': 0.8716, 'fuzzy': 1.0}"
Ткемали,"Соус ""Ткемали""",https://vkusvill.ru/goods/sous-tkemali-18462.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,2.9716,"{'title_overlap': 0.5, 'vec_sim': 0.8176, 'fuzzy': 0.6667}"
Ткемали,Тамариндовый соус,https://vkusvill.ru/goods/tamarindovyy-sous-200-ml-104875.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.9234,"{'title_overlap': 0.0, 'vec_sim': 0.7908, 'fuzzy': 0.3333}"
Ткемали,"Соус ""Карри""",https://vkusvill.ru/goods/sous-karri-20162.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.8597,"{'title_overlap': 0.0, 'vec_sim': 0.77, 'fuzzy': 0.3158}"
Ткемали,Соус Filippo Berio Pesto Классический,https://vkusvill.ru/goods/sous-filippo-berio-pesto-klassicheskiy-190-g-46614.html,Соусы,Соусы,1.7711,"{'title_overlap': 0.0, 'vec_sim': 0.8703, 'fuzzy': 0.1364}"
Ткемали,Соус Filippo Berio бальзамический Классический пластиковая бутылка,https://vkusvill.ru/goods/sous-filippo-berio-balzamicheskiy-klassicheskiy-plastikovaya-butylka-250-ml-46577.html,Соусы,Соусы,1.7594,"{'title_overlap': 0.0, 'vec_sim': 0.8633, 'fuzzy': 0.137}"
Ткемали,Соус Шримайо,https://vkusvill.ru/goods/sous-shrimayo-100886.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.7392,"{'title_overlap': 0.0, 'vec_sim': 0.7908, 'fuzzy': 0.2105}"
Ткемали,"Соус ""Классический"" майонезный соевый",https://vkusvill.ru/goods/sous-klassicheskiy-mayoneznyy-soevyy-21816.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.7365,"{'title_overlap': 0.0, 'vec_sim': 0.8132, 'fuzzy': 0.1818}"
Ткемали,"Соус-маринад ""Барбекю""",https://vkusvill.ru/goods/sous-marinad-barbekyu-92351.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.7298,"{'title_overlap': 0.0, 'vec_sim': 0.7311, 'fuzzy': 0.2759}"
Ткемали,"Соус ""Сальса""",https://vkusvill.ru/goods/sous-salsa-30-g-66565.html,Растительное и с содержанием молока,Соусы и специи,1.7267,"{'title_overlap': 0.0, 'vec_sim': 0.7926, 'fuzzy': 0.2}"
Ткемали,"Соус ""Тартар""",https://vkusvill.ru/goods/sous-tartar-36127.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.7246,"{'title_overlap': 0.0, 'vec_sim': 0.7915, 'fuzzy': 0.2}"
Ткемали,Соус томатный классический,https://vkusvill.ru/goods/sous-tomatnyy-klassicheskiy-16642.html,"Масла, соусы, специи, сахар и соль","Кетчуп, майонез, горчица, хрен",1.7183,"{'title_overlap': 0.0, 'vec_sim': 0.7526, 'fuzzy': 0.2424}"
Ткемали,Соус томатный классический,https://vkusvill.ru/goods/sous-tomatnyy-klassicheskiy-330-g-20722.html,"Масла, соусы, специи, сахар и соль","Кетчуп, майонез, горчица, хрен",1.7183,"{'title_overlap': 0.0, 'vec_sim': 0.7526, 'fuzzy': 0.2424}"
Ткемали,"Соус ""Чипотле""",https://vkusvill.ru/goods/sous-chipotle-68587.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.7083,"{'title_overlap': 0.0, 'vec_sim': 0.7903, 'fuzzy': 0.1905}"
Ткемали,"Соус ""Дзадзики""",https://vkusvill.ru/goods/sous-dzadziki-106101.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.6961,"{'title_overlap': 0.0, 'vec_sim': 0.7908, 'fuzzy': 0.1818}"
Ткемали,"Соус ""Устричный""",https://vkusvill.ru/goods/sous-ustrichnyy-43440.html,"Масла, соусы, специи, сахар и соль",Соусы и уксус,1.6843,"{'title_overlap': 0.0, 'vec_sim': 0.7908, 'fuzzy': 0.1739}"
Ткемали,Соус Кинто Сацебели свежий помидор с/б,https://vkusvill.ru/goods/sous-kinto-satsebeli-svezhiy-pomidor-s-b-305-g-96246.html,Соусы,Соусы,1.6728,"{'title_overlap': 0.0, 'vec_sim': 0.7442, 'fuzzy': 0.2222}"
Ткемали,Соус соевый Sen Soy Классический пл/б,https://vkusvill.ru/goods/sous-soevyy-sen-soy-klassicheskiy-pl-b-500-ml-67417.html,Соусы,Соусы,1.6703,"{'title_overlap': 0.0, 'vec_sim': 0.8143, 'fuzzy': 0.1364}"
Ткемали,Соус соевый Sen Soy Классический с/б,https://vkusvill.ru/goods/sous-soevyy-sen-soy-klassicheskiy-s-b-250-ml-77867.html,Соусы,Соусы,1.6657,"{'title_overlap': 0.0, 'vec_sim': 0.8091, 'fuzzy': 0.1395}"
Грибы свежие,Грибы Шампиньоны свежие,https://vkusvill.ru/goods/griby-shampinony-svezhie-400-g-15263.html,"Овощи, фрукты, ягоды, зелень",Грибы,3.9633,"{'title_overlap': 0.6667, 'vec_sim': 0.9981, 'fuzzy': 1.0}"
Грибы свежие,Грибы Шампиньоны свежие,https://vkusvill.ru/goods/griby-shampinony-svezhie-250-g-23719.html,"Овощи, фрукты, ягоды, зелень",Грибы,3.9633,"{'title_overlap': 0.6667, 'vec_sim': 0.9981, 'fuzzy': 1.0}"
Грибы свежие,Грибы Шампиньоны нарезанные свежие,https://vkusvill.ru/goods/griby-shampinony-narezannye-svezhie-300-g-30228.html,"Овощи, фрукты, ягоды, зелень",Грибы,3.7966,"{'title_overlap': 0.5, 'vec_sim': 0.9981, 'fuzzy': 1.0}"
Грибы свежие,Грибы Шампиньоны королевские свежие,https://vkusvill.ru/goods/griby-shampinony-korolevskie-svezhie-400-g-28716.html,"Овощи, фрукты, ягоды, зелень",Грибы,3.758,"{'title_overlap': 0.5, 'vec_sim': 0.9767, 'fuzzy': 1.0}"
Грибы свежие,Грибы Шампиньоны мини свежие,https://vkusvill.ru/goods/griby-shampinony-mini-svezhie-300-g-38956.html,"Овощи, фрукты, ягоды, зелень",Грибы,3.6084,"{'title_overlap': 0.5, 'vec_sim': 0.8935, 'fuzzy': 1.0}"
Грибы свежие,Грибы Вешенка,https://vkusvill.ru/goods/griby-veshenka-300-g-15264.html,"Овощи, фрукты, ягоды, зелень",Грибы,3.2078,"{'title_overlap': 0.3333, 'vec_sim': 0.9969, 'fuzzy': 0.72}"
Грибы свежие,Грибы Эноки,https://vkusvill.ru/goods/griby-enoki-sht-24312.html,"Овощи, фрукты, ягоды, зелень",Грибы,3.0653,"{'title_overlap': 0.3333, 'vec_sim': 0.9969, 'fuzzy': 0.625}"
Грибы свежие,Грибы Опята,https://vkusvill.ru/goods/griby-opyata-200-g-24640.html,"Овощи, фрукты, ягоды, зелень",Грибы,3.0609,"{'title_overlap': 0.3333, 'vec_sim': 0.9945, 'fuzzy': 0.625}"
Грибы свежие,Финики свежие,https://vkusvill.ru/goods/finiki-svezhie-500g-115713.html,Фрукты,Прочие фрукты,3.058,"{'title_overlap': 0.3333, 'vec_sim': 0.9581, 'fuzzy': 0.6667}"
Грибы свежие,Финики свежие,https://vkusvill.ru/goods/finiki-svezhie-250-g-22869.html,"Орехи, чипсы и снеки",Сухофрукты,3.058,"{'title_overlap': 0.3333, 'vec_sim': 0.9581, 'fuzzy': 0.6667}"
Грибы свежие,Грибы Эринги,https://vkusvill.ru/goods/griby-eringi-200-g-105480.html,"Овощи, фрукты, ягоды, зелень",Грибы,3.0101,"{'title_overlap': 0.3333, 'vec_sim': 0.9969, 'fuzzy': 0.5882}"
Грибы свежие,Грибы шиитаке сушеные,https://vkusvill.ru/goods/griby-shiitake-sushenye-40-g-100352.html,"Овощи, фрукты, ягоды, зелень",Грибы,2.9468,"{'title_overlap': 0.25, 'vec_sim': 0.9932, 'fuzzy': 0.6061}"
Грибы свежие,Грибы лисички сушеные,https://vkusvill.ru/goods/griby-lisichki-sushenye-40-g-99454.html,"Овощи, фрукты, ягоды, зелень",Грибы,2.9208,"{'title_overlap': 0.25, 'vec_sim': 0.9936, 'fuzzy': 0.5882}"
Грибы свежие,"Грибы шампиньоны резанные, быстрозам",https://vkusvill.ru/goods/griby-shampinony-rezannye-bystrozam-73794.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.8521,"{'title_overlap': 0.2, 'vec_sim': 0.9832, 'fuzzy': 0.5882}"
Грибы свежие,Грибы варёно-солёные опята осенние,https://vkusvill.ru/goods/griby-varyeno-solyenye-opyata-osennie-16220.html,Консервация,Грибы,2.8394,"{'title_overlap': 0.1667, 'vec_sim': 0.9947, 'fuzzy': 0.5882}"
Грибы свежие,"Грибы Шиитаке резаные, быстрозам",https://vkusvill.ru/goods/griby-shiitake-rezanye-bystrozam-56609.html,Замороженные продукты,"Замороженные овощи, грибы, ягоды и фрукты",2.8231,"{'title_overlap': 0.2, 'vec_sim': 0.9671, 'fuzzy': 0.5882}"
Грибы свежие,Грибы опята соленые,https://vkusvill.ru/goods/griby-opyata-solenye-106931.html,Консервация,Грибы,2.6614,"{'title_overlap': 0.25, 'vec_sim': 0.8495, 'fuzzy': 0.5882}"
Грибы свежие,Грибы шампиньоны для гриля,https://vkusvill.ru/goods/griby-shampinony-dlya-grilya-700-g-65589.html,"Овощи, фрукты, ягоды, зелень",Грибы,2.6607,"{'title_overlap': 0.2, 'vec_sim': 0.8768, 'fuzzy': 0.5882}"
Грибы свежие,Грибы шампиньоны с горчицей и паприкой,https://vkusvill.ru/goods/griby-shampinony-s-gorchitsey-i-paprikoy-30028.html,Консервация,Грибы,2.6055,"{'title_overlap': 0.1429, 'vec_sim': 0.8779, 'fuzzy': 0.5882}"
Грибы свежие,Грибы дреные черные моэр маринованные,https://vkusvill.ru/goods/griby-drevesnye-chernye-moer-marinovannye-78499.html,Консервация,Грибы,2.5703,"{'title_overlap': 0.1667, 'vec_sim': 0.8451, 'fuzzy': 0.5882}"
Лаваш тонкий,Лаваш круглый тонкий,https://vkusvill.ru/goods/lavash-kruglyy-tonkiy-95850.html,Хлеб и выпечка,"Лаваши, питы и хлеб для сэндвичей",3.8829,"{'title_overlap': 0.6667, 'vec_sim': 0.9535, 'fuzzy': 1.0}"
Лаваш тонкий,Лаваш Лимак армянский тонкий,https://vkusvill.ru/goods/lavash-limak-armyanskiy-tonkiy-220-g-106722.html,Хлеб,Хлеб,3.3273,"{'title_overlap': 0.5, 'vec_sim': 0.7374, 'fuzzy': 1.0}"
Лаваш тонкий,"Лаваш ""Армянский""",https://vkusvill.ru/goods/lavash-armyanskiy-160-g-25053.html,Продукты без лактозы,Хлеб и выпечка без лактозы,3.0104,"{'title_overlap': 0.3333, 'vec_sim': 0.9125, 'fuzzy': 0.6897}"
Лаваш тонкий,"Лаваш ""Армянский"" тандырный",https://vkusvill.ru/goods/lavash-armyanskiy-tandyrnyy-150-g-21482.html,Продукты без лактозы,Хлеб и выпечка без лактозы,2.7435,"{'title_overlap': 0.25, 'vec_sim': 0.8951, 'fuzzy': 0.5882}"
Лаваш тонкий,Лаваш Самарский Хлебозавод №5 тонкий,https://vkusvill.ru/goods/lavash-samarskiy-khlebozavod-5-tonkiy-150-g-107294.html,Хлеб,Хлеб,2.7346,"{'title_overlap': 0.4, 'vec_sim': 0.4637, 'fuzzy': 1.0}"
Лаваш тонкий,Лаваш Mission Оригинальный,https://vkusvill.ru/goods/lavash-mission-originalnyy-270-g-71672.html,Хлеб,Хлеб,2.5961,"{'title_overlap': 0.25, 'vec_sim': 0.8132, 'fuzzy': 0.5882}"
Лаваш тонкий,Говядина тонкий край охл,https://vkusvill.ru/goods/govyadina-tonkiy-kray-okhl-70963.html,"Мясо, птица",Говядина и телятина,1.8703,"{'title_overlap': 0.2, 'vec_sim': 0.3724, 'fuzzy': 0.6667}"
Лаваш тонкий,"Лаваш ""Армянский по-деревенски""",https://vkusvill.ru/goods/lavash-armyanskiy-po-derevenski-220-g-18161.html,Продукты без лактозы,Хлеб и выпечка без лактозы,1.5652,"{'title_overlap': 0.2, 'vec_sim': 0.2682, 'fuzzy': 0.5882}"
Лаваш тонкий,"Лаваш ""Армянский"" тандырный, нарезка",https://vkusvill.ru/goods/lavash-armyanskiy-tandyrnyy-narezka-200-g-60272.html,Хлеб и выпечка,"Лаваши, питы и хлеб для сэндвичей",1.487,"{'title_overlap': 0.2, 'vec_sim': 0.2248, 'fuzzy': 0.5882}"
Лаваш тонкий,"Лаваш ""Цельнозерновой с отрубями"",б",https://vkusvill.ru/goods/lavash-tselnozernovoy-s-otrubyami-spb-66608.html,Хлеб и выпечка,"Лаваши, питы и хлеб для сэндвичей",1.3301,"{'title_overlap': 0.1667, 'vec_sim': 0.1562, 'fuzzy': 0.5882}"
Лаваш тонкий,Говядина томленая,https://vkusvill.ru/goods/govyadina-tomlenaya-350-g-70724.html,"Мясо, птица",Говядина и телятина,1.2579,"{'title_overlap': 0.0, 'vec_sim': 0.354, 'fuzzy': 0.4138}"
