ingredient,match_title,match_category,match_subcategory,match_id,score,reasons
Морская капуста,Морская капуста хрустящая классическая,"Рыба, икра и морепродукты","Морская капуста, водоросли",5049.0,3.6669,"{'title_overlap': 0.5, 'vec_sim': 0.926, 'fuzzy': 1.0}"
Рис коричневый,Рис бурый нешлифованный,Бакалея без глютена,Крупы,7031.0,2.8527,"{'title_overlap': 0.25, 'vec_sim': 0.9955, 'fuzzy': 0.5405}"
Рис коричневый,Рис круглый шлифованный,"Крупы, макароны, мука",Крупы,7040.0,2.8419,"{'title_overlap': 0.25, 'vec_sim': 0.9895, 'fuzzy': 0.5405}"
Рис коричневый,"Рис ""Жасмин""",Бакалея без глютена,Крупы,7074.0,2.8151,"{'title_overlap': 0.3333, 'vec_sim': 0.9941, 'fuzzy': 0.4615}"
Сода гашеная уксусом,Сода пищевая,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",8114.0,2.4932,"{'title_overlap': 0.25, 'vec_sim': 0.8295, 'fuzzy': 0.5}"
Сода гашеная уксусом,Сода пищевая,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,8113.0,2.4932,"{'title_overlap': 0.25, 'vec_sim': 0.8295, 'fuzzy': 0.5}"
Сода гашеная уксусом,Соль пищевая каменная,"Масла, соусы, специи, сахар и соль",Соль,8243.0,2.0789,"{'title_overlap': 0.0, 'vec_sim': 0.7485, 'fuzzy': 0.4878}"
Паста ореховая,"Ореховая паста ""гречишная""",Индилавка: вкусы мира,"Крупы, мука, соусы, масла",5738.0,3.9666,"{'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Паста ореховая,Арахисовая паста,Сладости и десерты без глютена,Сиропы и пасты,70.0,3.302,"{'title_overlap': 0.3333, 'vec_sim': 0.9826, 'fuzzy': 0.8}"
Паста ореховая,Паста ореховая Nutella с добавлением какао,Ореховые пасты,Ореховые пасты,5912.0,3.1755,"{'title_overlap': 0.3333, 'vec_sim': 0.7456, 'fuzzy': 1.0}"
Фризе,"Микс салатный ""Фризе, корн, радичио""",Зелень и салаты,"Салаты, салатные миксы",4700.0,2.2067,"{'title_overlap': 0.2, 'vec_sim': 0.9116, 'fuzzy': 0.2439}"
Фризе,"Микс салатный ""Паризьен""",Зелень и салаты,"Салаты, салатные миксы",4704.0,1.9789,"{'title_overlap': 0.0, 'vec_sim': 0.8695, 'fuzzy': 0.2759}"
Фризе,"Микс салатный ""Грасс""",Зелень и салаты,"Салаты, салатные миксы",4701.0,1.7959,"{'title_overlap': 0.0, 'vec_sim': 0.8695, 'fuzzy': 0.1538}"
Текила,Артишоки гриль,Консервация,"Хумус, закуски и соленья",88.0,0.12,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.12}"
Хамон,"Окорок сыровяленый Хамон, выдержанный 12 месяцев","Колбаса, сосиски, деликатесы",Мясные деликатесы,5615.0,1.8845,"{'title_overlap': 0.1667, 'vec_sim': 0.7971, 'fuzzy': 0.1887}"
Хамон,"Утка сыровяленая по технологии ""Хамон""","Колбаса, сосиски, деликатесы",Нарезки,9649.0,1.5534,"{'title_overlap': 0.2, 'vec_sim': 0.5581, 'fuzzy': 0.2326}"
Хамон,Окорок по-иански,"Колбаса, сосиски, деликатесы",Мясные деликатесы,5605.0,1.4536,"{'title_overlap': 0.0, 'vec_sim': 0.6489, 'fuzzy': 0.1905}"
Паста сахарная,Паста томатная,Консервация,Томатная паста,5938.0,3.1906,"{'title_overlap': 0.3333, 'vec_sim': 0.9922, 'fuzzy': 0.7143}"
Паста сахарная,Паста томатная,"Масла, соусы, специи, сахар и соль",Соусы и уксус,5937.0,3.1906,"{'title_overlap': 0.3333, 'vec_sim': 0.9922, 'fuzzy': 0.7143}"
Паста сахарная,Арахисовая паста,Сладости и десерты без глютена,Сиропы и пасты,70.0,3.1143,"{'title_overlap': 0.3333, 'vec_sim': 0.9894, 'fuzzy': 0.6667}"
Мука гороховая,Мука рисовая,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5094.0,3.2725,"{'title_overlap': 0.3333, 'vec_sim': 0.9919, 'fuzzy': 0.7692}"
Мука гороховая,Мука овсяная,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5085.0,3.0398,"{'title_overlap': 0.3333, 'vec_sim': 0.9267, 'fuzzy': 0.6923}"
Мука гороховая,Мука Гарнец Рисовая,Бакалея без глютена,Мука,5077.0,3.033,"{'title_overlap': 0.25, 'vec_sim': 0.9905, 'fuzzy': 0.6667}"
Масло виноградной косточки,Виноград Кримсон без косточки,Фрукты,Виноград,9899.0,2.3075,"{'title_overlap': 0.1667, 'vec_sim': 0.553, 'fuzzy': 0.7636}"
Масло виноградной косточки,Чернослив без косточки,"Орехи, чипсы и снеки",Сухофрукты,1034.0,2.1752,"{'title_overlap': 0.2, 'vec_sim': 0.6112, 'fuzzy': 0.5833}"
Масло виноградной косточки,Виноград Кишмиш без косточки,Фрукты,Виноград,9894.0,2.1544,"{'title_overlap': 0.1667, 'vec_sim': 0.5179, 'fuzzy': 0.7037}"
Кумкват,Айва,Фрукты,Прочие фрукты,223.0,0.1091,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1091}"
Тушенка,Арбуз Берёзка,Фрукты,Арбузы и дыни,79.0,0.12,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.12}"
Семена,Семена чиа,"Орехи, чипсы и снеки",Семечки и семена,7428.0,3.4533,"{'title_overlap': 0.5, 'vec_sim': 0.8074, 'fuzzy': 1.0}"
Семена,Семена тыквы в карамели,"Орехи, чипсы и снеки",Семечки и семена,7431.0,3.0115,"{'title_overlap': 0.25, 'vec_sim': 0.7009, 'fuzzy': 1.0}"
Семена,Семена тыквы в карамели,"Орехи, чипсы и снеки",Семечки и семена,7430.0,3.0115,"{'title_overlap': 0.25, 'vec_sim': 0.7009, 'fuzzy': 1.0}"
Повидло,Ассорти ягодное,"Овощи, фрукты, ягоды, зелень",Ягоды,137.0,0.1091,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1091}"
Романо,Салат Романо,Зелень и салаты,"Салаты, салатные миксы",7280.0,3.6167,"{'title_overlap': 0.5, 'vec_sim': 0.8982, 'fuzzy': 1.0}"
Романо,Салат Рукола,Зелень и салаты,Зелень,7285.0,2.1007,"{'title_overlap': 0.0, 'vec_sim': 0.8893, 'fuzzy': 0.3333}"
Романо,Салат Рукола,Зелень и салаты,"Салаты, салатные миксы",7284.0,2.1007,"{'title_overlap': 0.0, 'vec_sim': 0.8893, 'fuzzy': 0.3333}"
Лепешка,"Лепешка ""Иранская""",Растительное и с содержанием молока,Хлеб и мучное,4072.0,3.7996,"{'title_overlap': 0.5, 'vec_sim': 0.9998, 'fuzzy': 1.0}"
Лепешка,"Лепешка ""Португальская""",Хлеб и выпечка,Хлеб на закваске,4073.0,3.7996,"{'title_overlap': 0.5, 'vec_sim': 0.9998, 'fuzzy': 1.0}"
Лепешка,"Лепешка ""Гречневый ляпун""",Хлеб и выпечка,Хлеб на закваске,4070.0,3.5041,"{'title_overlap': 0.3333, 'vec_sim': 0.9282, 'fuzzy': 1.0}"
Полуфабрикаты,Аджика,Консервация,"Хумус, закуски и соленья",5.0,0.1263,"{'fallback': True, 'mode': 'forced', 'sc_allowed': None, 'sc_any': 0.1263}"
Мука кукурузная,Мука кукурузная Кудесница,"Мука, ингредиенты для выпечки","Мука, ингредиенты для выпечки",5081.0,3.9663,"{'title_overlap': 0.6667, 'vec_sim': 0.9998, 'fuzzy': 1.0}"
Мука кукурузная,Мука кукурузная цельнозерновая,Бакалея без глютена,Мука,5082.0,3.9651,"{'title_overlap': 0.6667, 'vec_sim': 0.9991, 'fuzzy': 1.0}"
Мука кукурузная,Мука рисовая,"Крупы, макароны, мука",Мука и ингредиенты для выпечки,5094.0,3.0011,"{'title_overlap': 0.3333, 'vec_sim': 0.9883, 'fuzzy': 0.5926}"
варенье,Варенье клубничное,Консервация,"Варенье, джемы, пюре",9755.0,3.7995,"{'title_overlap': 0.5, 'vec_sim': 0.9997, 'fuzzy': 1.0}"
варенье,Варенье малиновое,Консервация,"Варенье, джемы, пюре",9756.0,3.7985,"{'title_overlap': 0.5, 'vec_sim': 0.9992, 'fuzzy': 1.0}"
варенье,Варенье вишневое,Консервация,"Варенье, джемы, пюре",9763.0,3.7977,"{'title_overlap': 0.5, 'vec_sim': 0.9987, 'fuzzy': 1.0}"
Цедра лимона,Чай черный со вкусом лимона,Чай,Черный чай,921.0,2.582,"{'title_overlap': 0.2, 'vec_sim': 0.49, 'fuzzy': 1.0}"
Цедра лимона,Кекс с маком и цедрой лимона,Хлеб и выпечка,Кексы,2566.0,2.4872,"{'title_overlap': 0.1667, 'vec_sim': 0.4558, 'fuzzy': 1.0}"
Цедра лимона,Цукаты из лимона,"Орехи, чипсы и снеки",Сухофрукты,9409.0,2.4193,"{'title_overlap': 0.3333, 'vec_sim': 0.3255, 'fuzzy': 1.0}"
Сыр сливочный,"Сыр ""Сливочный""",Сыры,Твердые и полутвердые,8941.0,4.1929,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 0.9286}"
Сыр сливочный,Сыр Natura Сливочный цилиндр,Полутвёрдые сыры,Полутвёрдые сыры,8844.0,3.7807,"{'title_overlap': 0.5, 'vec_sim': 0.9893, 'fuzzy': 1.0}"
Сыр сливочный,Сыр Кремчиз Bonfesto 70% сливочный,"Творожные, мягкие и плавленые сыры","Творожные, мягкие и плавленые сыры",8766.0,3.6824,"{'title_overlap': 0.4, 'vec_sim': 0.9902, 'fuzzy': 1.0}"
Банан,Банан,Фрукты,Бананы,256.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Банан,Банан в шоколаде,Сладости и десерты,"Конфеты, карамель",258.0,3.0786,"{'title_overlap': 0.3333, 'vec_sim': 0.6918, 'fuzzy': 1.0}"
Банан,Банан в шоколаде,Сладости и десерты,"Конфеты, карамель",257.0,3.0786,"{'title_overlap': 0.3333, 'vec_sim': 0.6918, 'fuzzy': 1.0}"
Рябина красная,Чечевица красная,Бакалея без глютена,Крупы,1024.0,3.1149,"{'title_overlap': 0.3333, 'vec_sim': 0.9897, 'fuzzy': 0.6667}"
Рябина красная,Питахайя красная,Фрукты,Экзотические фрукты,6559.0,3.1073,"{'title_overlap': 0.3333, 'vec_sim': 0.9855, 'fuzzy': 0.6667}"
Рябина красная,Смородина красная,"Овощи, фрукты, ягоды, зелень",Ягоды,8053.0,2.9161,"{'title_overlap': 0.3333, 'vec_sim': 0.7897, 'fuzzy': 0.7742}"
Лук красный,Лук красный,Овощи,"Лук, чеснок, имбирь",4185.0,4.3,"{'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
Лук красный,Красный лук сушеный молотый Золото Индии,"Масла, соусы, специи, сахар и соль",Специи,3675.0,2.8839,"{'title_overlap': 0.3333, 'vec_sim': 0.5836, 'fuzzy': 1.0}"
Лук красный,Лук крымский,Овощи,"Лук, чеснок, имбирь",4186.0,2.8105,"{'title_overlap': 0.3333, 'vec_sim': 0.7965, 'fuzzy': 0.6957}"
Булочка,"Булочка ""Свердловская"", слоено-дрожжевая",Хлеб и выпечка,Сладкая сдоба и булочки,774.0,3.5379,"{'title_overlap': 0.25, 'vec_sim': 0.9933, 'fuzzy': 1.0}"
Булочка,Булочка Каравай Ассоль,Выпечка,Выпечка,760.0,3.5033,"{'title_overlap': 0.3333, 'vec_sim': 0.9277, 'fuzzy': 1.0}"
Булочка,Булочка с маком,Хлеб и выпечка,Сладкая сдоба и булочки,769.0,3.3576,"{'title_overlap': 0.3333, 'vec_sim': 0.8468, 'fuzzy': 1.0}"
Кислота аскорбиновая,Кислота лимонная,"Масла, соусы, специи, сахар и соль",Специи,2931.0,2.8836,"{'title_overlap': 0.3333, 'vec_sim': 0.8613, 'fuzzy': 0.6667}"
Кислота аскорбиновая,Лимонная кислота Волшебное Дерево,Специи,Специи,4153.0,2.6621,"{'title_overlap': 0.2, 'vec_sim': 0.8961, 'fuzzy': 0.566}"
Кислота аскорбиновая,Лимонная кислота Готовим вместе,Специи,Специи,4152.0,2.336,"{'title_overlap': 0.2, 'vec_sim': 0.7291, 'fuzzy': 0.549}"
Квас,"Квас ""Традиционный""",Напитки,"Квас, комбуча",3941.0,3.7626,"{'title_overlap': 0.5, 'vec_sim': 0.9792, 'fuzzy': 1.0}"
Квас,"Квас ""Традиционный""",Напитки,"Квас, комбуча",3940.0,3.7626,"{'title_overlap': 0.5, 'vec_sim': 0.9792, 'fuzzy': 1.0}"
Квас,"Квас ""Хлебный""",Напитки,"Квас, комбуча",3934.0,3.7105,"{'title_overlap': 0.5, 'vec_sim': 0.9503, 'fuzzy': 1.0}"
Рикотта,Сыр Рикотта Pretto 45% мягкий,"Творожные, мягкие и плавленые сыры","Творожные, мягкие и плавленые сыры",8916.0,2.9521,"{'title_overlap': 0.2, 'vec_sim': 0.6956, 'fuzzy': 1.0}"
