product_id,product_title,match_ingredient,score,reasons
2758,Хлебцы кукурузно рисовые,Хлопья рисовые,2.1458,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.2474, 'fuzzy': 0.6667}"
2758,Хлебцы кукурузно рисовые,Хлопья злаковые,1.0207,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2533, 'fuzzy': 0.4103}"
2759,Хлебцы рисовые,Хлебцы,4.5462,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.9664, 'fuzzy': 1.0}"
2759,Хлебцы рисовые,Хлопья рисовые,2.2673,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.2474, 'fuzzy': 0.7143}"
2759,Хлебцы рисовые,Хлопья злаковые,1.1295,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2533, 'fuzzy': 0.4828}"
2760,Хлебцы рисовые,Хлебцы,4.5462,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.9664, 'fuzzy': 1.0}"
2760,Хлебцы рисовые,Хлопья рисовые,2.2673,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.2474, 'fuzzy': 0.7143}"
2760,Хлебцы рисовые,Хлопья злаковые,1.1295,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2533, 'fuzzy': 0.4828}"
2761,Хлебцы рисовые,Хлебцы,4.5462,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.9664, 'fuzzy': 1.0}"
2761,Хлебцы рисовые,Хлопья рисовые,2.2673,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.2474, 'fuzzy': 0.7143}"
2761,Хлебцы рисовые,Хлопья злаковые,1.1295,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2533, 'fuzzy': 0.4828}"
2762,Хлебцы рисовые,Хлебцы,4.5462,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.9664, 'fuzzy': 1.0}"
2762,Хлебцы рисовые,Хлопья рисовые,2.2673,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.2474, 'fuzzy': 0.7143}"
2762,Хлебцы рисовые,Хлопья злаковые,1.1295,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2533, 'fuzzy': 0.4828}"
2763,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2763,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2763,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2764,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2764,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2764,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2765,Хлебцы гречневые запеченные,Хлебцы,4.4457,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.9661, 'fuzzy': 1.0}"
2765,Хлебцы гречневые запеченные,Хлопья гречневые,2.2267,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.2479, 'fuzzy': 0.72}"
2765,Хлебцы гречневые запеченные,Хлопья злаковые,0.9058,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2536, 'fuzzy': 0.3333}"
2766,Хлебцы гречневые запеченные,Хлебцы,4.4457,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.9661, 'fuzzy': 1.0}"
2766,Хлебцы гречневые запеченные,Хлопья гречневые,2.2267,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.2479, 'fuzzy': 0.72}"
2766,Хлебцы гречневые запеченные,Хлопья злаковые,0.9058,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2536, 'fuzzy': 0.3333}"
2767,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2767,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2767,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2768,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2768,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2768,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2769,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2769,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2769,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2770,Хлебцы каравай ржано,Хлебцы,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2770,Хлебцы каравай ржано,Кардамон,0.2792,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2147, 'fuzzy': 0.3571}"
2770,Хлебцы каравай ржано,Краб,0.2178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.3333}"
2771,Хлебцы хрустящие ржаные,Хлебцы,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2771,Хлебцы хрустящие ржаные,Краб,0.0511,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2222}"
2771,Хлебцы хрустящие ржаные,Анчоусы,0.0444,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1528, 'fuzzy': 0.2667}"
2772,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2772,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2772,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2773,Хлебцы кукурузные,Хлебцы,4.0087,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.6305, 'fuzzy': 1.0}"
2773,Хлебцы кукурузные,Кукурузные палочки,3.1288,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.7611, 'fuzzy': 0.7407}"
2773,Хлебцы кукурузные,Хлопья кукурузные,2.8176,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.5441, 'fuzzy': 0.7647}"
2774,Хлебцы кукурузные запеченные,Хлебцы,3.9087,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.6305, 'fuzzy': 1.0}"
2774,Хлебцы кукурузные запеченные,Кукурузные палочки,3.0392,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.7611, 'fuzzy': 0.7143}"
2774,Хлебцы кукурузные запеченные,Хлопья кукурузные,2.7317,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5441, 'fuzzy': 0.7407}"
2775,Хлебцы льняные,Хлебцы,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2775,Хлебцы льняные,Лечо,0.0309,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.2222}"
2775,Хлебцы льняные,Свинина,-0.0454,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1681, 'fuzzy': 0.1905}"
2776,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2776,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2776,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2777,Хлебцы пшеничные,Хлебцы,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2777,Хлебцы пшеничные,Свинина,0.0602,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1681, 'fuzzy': 0.2609}"
2777,Хлебцы пшеничные,Анчоусы,0.0357,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1528, 'fuzzy': 0.2609}"
2778,Хлебцы пшеничные,Хлебцы,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2778,Хлебцы пшеничные,Свинина,0.0602,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1681, 'fuzzy': 0.2609}"
2778,Хлебцы пшеничные,Анчоусы,0.0357,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1528, 'fuzzy': 0.2609}"
2779,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2779,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2779,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2780,Хлебцы ржано пшеничные,Хлебцы,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2780,Хлебцы ржано пшеничные,Свинина,0.0827,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1681, 'fuzzy': 0.2759}"
2780,Хлебцы ржано пшеничные,Краб,0.0639,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2308}"
2781,Хлебцы ржано пшеничные,Хлебцы,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2781,Хлебцы ржано пшеничные,Свинина,0.0827,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1681, 'fuzzy': 0.2759}"
2781,Хлебцы ржано пшеничные,Краб,0.0639,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2308}"
2782,Хлебцы ржано пшеничные,Хлебцы,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2782,Хлебцы ржано пшеничные,Свинина,0.0827,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1681, 'fuzzy': 0.2759}"
2782,Хлебцы ржано пшеничные,Краб,0.0639,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2308}"
2783,Хлебцы ржано пшеничные,Хлебцы,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2783,Хлебцы ржано пшеничные,Свинина,0.0827,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1681, 'fuzzy': 0.2759}"
2783,Хлебцы ржано пшеничные,Краб,0.0639,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2308}"
2784,Хлебцы ржаные,Хлебцы,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2784,Хлебцы ржаные,Краб,0.2472,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.3529}"
2784,Хлебцы ржаные,Кардамон,0.1721,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2147, 'fuzzy': 0.2857}"
2785,Хлебцы ржаные запеченные,Хлебцы,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2785,Хлебцы ржаные запеченные,Кардамон,0.1185,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2147, 'fuzzy': 0.25}"
2785,Хлебцы ржаные запеченные,Марципан,0.0734,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1865, 'fuzzy': 0.25}"
2786,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2786,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2786,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2787,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2787,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2787,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2788,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2788,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2788,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2789,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2789,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2789,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2790,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2790,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2790,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2791,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2791,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2791,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2792,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2792,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2792,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2793,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2793,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2793,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2794,Хлебцы хрустящие гречневые,Хлебцы,4.4457,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.9661, 'fuzzy': 1.0}"
2794,Хлебцы хрустящие гречневые,Хлопья гречневые,2.2267,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.2479, 'fuzzy': 0.72}"
2794,Хлебцы хрустящие гречневые,Хлопья злаковые,0.918,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2536, 'fuzzy': 0.3415}"
2795,Хлебцы томатные,Хлебцы,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2795,Хлебцы томатные,Марципан,0.0897,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1865, 'fuzzy': 0.2609}"
2795,Хлебцы томатные,Табаско,0.0769,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1674, 'fuzzy': 0.2727}"
2796,Хлебцы цельнозерн гречневые,Хлебцы,4.4457,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.9661, 'fuzzy': 1.0}"
2796,Хлебцы цельнозерн гречневые,Хлопья гречневые,2.2267,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.2479, 'fuzzy': 0.72}"
2796,Хлебцы цельнозерн гречневые,Хлопья злаковые,0.9058,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2536, 'fuzzy': 0.3333}"
2797,Хлебцы цельнозерновые ржаные,Хлебцы,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2797,Хлебцы цельнозерновые ржаные,Кардамон,0.0768,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2147, 'fuzzy': 0.2222}"
2797,Хлебцы цельнозерновые ржаные,Краб,-0.001,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.1875}"
2798,Хлебцы цельнозерновые ржаные,Хлебцы,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2798,Хлебцы цельнозерновые ржаные,Кардамон,0.0768,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2147, 'fuzzy': 0.2222}"
2798,Хлебцы цельнозерновые ржаные,Краб,-0.001,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.1875}"
2799,Хлебцы,Хлебцы,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2799,Хлебцы,Лечо,0.2975,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.186, 'fuzzy': 0.4}"
2799,Хлебцы,Краб,0.0178,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1986, 'fuzzy': 0.2}"
2800,Хлебцы зерновые гречневые,Хлебцы,4.4457,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.9661, 'fuzzy': 1.0}"
2800,Хлебцы зерновые гречневые,Хлопья гречневые,2.2267,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.2479, 'fuzzy': 0.72}"
2800,Хлебцы зерновые гречневые,Хлопья злаковые,1.0058,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2536, 'fuzzy': 0.4}"
2801,Хлопья вида злаковых,Хлопья злаковые,3.5473,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9983, 'fuzzy': 0.8}"
2801,Хлопья вида злаковых,Хлопья рисовые,3.3182,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9985, 'fuzzy': 0.6471}"
2801,Хлопья вида злаковых,Хлопья пшенные,3.2478,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9986, 'fuzzy': 0.6}"
2802,Хлопья гречневые,Хлопья гречневые,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2802,Хлопья гречневые,Хлопья гороховые,3.5224,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9984, 'fuzzy': 0.75}"
2802,Хлопья гречневые,Хлопья пшенные,3.4977,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9985, 'fuzzy': 0.7333}"
2803,Хлопья гречневые увелка,Хлопья гречневые,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2803,Хлопья гречневые увелка,Хлопья гороховые,3.2705,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9984, 'fuzzy': 0.6154}"
2803,Хлопья гречневые увелка,Хлопья пшенные,3.2477,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9985, 'fuzzy': 0.6}"
2804,Хлопья,Хлопья пшенные,3.9978,"{'coverage_ing': 0.5, 'title_overlap': 0.5, 'vec_sim': 0.9986, 'fuzzy': 1.0}"
2804,Хлопья,Хлопья рисовые,3.9976,"{'coverage_ing': 0.5, 'title_overlap': 0.5, 'vec_sim': 0.9985, 'fuzzy': 1.0}"
2804,Хлопья,Хлопья гороховые,3.9975,"{'coverage_ing': 0.5, 'title_overlap': 0.5, 'vec_sim': 0.9985, 'fuzzy': 1.0}"
2805,Хлопья кукурузные медовые,Хлопья кукурузные,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2805,Хлопья кукурузные медовые,Хлопья гречневые,2.9594,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.7863, 'fuzzy': 0.6341}"
2805,Хлопья кукурузные медовые,Хлопья рисовые,2.9322,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.7869, 'fuzzy': 0.6154}"
2806,Хлопья кукурузные неглазированные,Хлопья кукурузные,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2806,Хлопья кукурузные неглазированные,Хлопья рисовые,2.9091,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.7869, 'fuzzy': 0.6}"
2806,Хлопья кукурузные неглазированные,Хлопья пшенные,2.909,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.7869, 'fuzzy': 0.6}"
2807,Хлопья кукурузные,Хлопья кукурузные,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2807,Хлопья кукурузные,Хлопья гречневые,3.0581,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.7863, 'fuzzy': 0.6667}"
2807,Хлопья кукурузные,Хлопья шоколадные,3.029,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.7865, 'fuzzy': 0.6471}"
2808,Хлопья кукурузные золотистые,Хлопья кукурузные,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2808,Хлопья кукурузные золотистые,Хлопья рисовые,2.9091,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.7869, 'fuzzy': 0.6}"
2808,Хлопья кукурузные золотистые,Хлопья пшенные,2.909,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.7869, 'fuzzy': 0.6}"
2809,Хлопья мистраль кукурузные,Хлопья кукурузные,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2809,Хлопья мистраль кукурузные,Хлопья рисовые,2.9091,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.7869, 'fuzzy': 0.6}"
2809,Хлопья мистраль кукурузные,Хлопья пшенные,2.909,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.7869, 'fuzzy': 0.6}"
2810,Хлопья мистраль овсяные,Хлопья овсяные,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2810,Хлопья мистраль овсяные,Хлопья рисовые,3.4011,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9982, 'fuzzy': 0.7027}"
2810,Хлопья мистраль овсяные,Хлопья злаковые,3.2936,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9977, 'fuzzy': 0.6316}"
2811,Хлопья капусты,Хлопья шоколадные,3.3651,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9984, 'fuzzy': 0.6452}"
2811,Хлопья капусты,Хлопья пшенные,3.3621,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9986, 'fuzzy': 0.6429}"
2811,Хлопья капусты,Хлопья рисовые,3.3619,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9985, 'fuzzy': 0.6429}"
2812,Хлопья х зерновые,Хлопья рисовые,3.5089,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9985, 'fuzzy': 0.7742}"
2812,Хлопья х зерновые,Хлопья злаковые,3.4723,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9983, 'fuzzy': 0.75}"
2812,Хлопья х зерновые,Хлопья гороховые,3.4384,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9985, 'fuzzy': 0.7273}"
2813,Хлопья овсяные б,Хлопья овсяные,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2813,Хлопья овсяные б,Хлопья рисовые,3.4471,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9982, 'fuzzy': 0.7333}"
2813,Хлопья овсяные б,Хлопья злаковые,3.4108,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9977, 'fuzzy': 0.7097}"
