product_id,product_title,match_ingredient,score,reasons
1,Абрикос мытый,Абрикос,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
1,Абрикос мытый,Бекмес,0.2596,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2412, 'fuzzy': 0.3158}"
1,Абрикос мытый,Творожная масса,0.2273,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2492, 'fuzzy': 0.2857}"
2,Абрикос планета витаминов замороженный,Абрикос,4.45,"{'coverage_ing': 1.0, 'title_overlap': 0.25, 'vec_sim': 1.0, 'fuzzy': 1.0}"
2,Абрикос планета витаминов замороженный,Творожная масса,0.4214,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2492, 'fuzzy': 0.4151}"
2,Абрикос планета витаминов замороженный,Простокваша,0.1962,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1915, 'fuzzy': 0.3265}"
3,Абрикосы сушеные,Томаты сушеные,3.3962,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9976, 'fuzzy': 0.6667}"
3,Абрикосы сушеные,Томаты пассерованные,2.1763,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.9956, 'fuzzy': 0.3889}"
3,Абрикосы сушеные,Томаты протертые,2.0618,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.9957, 'fuzzy': 0.3125}"
5,Аджика,Аджика,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
5,Аджика,Кефаль,0.2882,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2426, 'fuzzy': 0.3333}"
5,Аджика,Алыча,0.2624,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1981, 'fuzzy': 0.3636}"
6,Аджика,Аджика,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
6,Аджика,Кефаль,0.2882,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2426, 'fuzzy': 0.3333}"
6,Аджика,Алыча,0.2624,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1981, 'fuzzy': 0.3636}"
7,Аджика,Аджика,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
7,Аджика,Кефаль,0.2882,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2426, 'fuzzy': 0.3333}"
7,Аджика,Алыча,0.2624,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1981, 'fuzzy': 0.3636}"
8,Аджика сухая острая,Аджика,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
8,Аджика сухая острая,Пастернак,0.1768,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1507, 'fuzzy': 0.3571}"
8,Аджика сухая острая,Кости,0.1429,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1518, 'fuzzy': 0.3333}"
9,Аджика сухая зеленая,Аджика,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
9,Аджика сухая зеленая,Кефаль,0.1344,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2426, 'fuzzy': 0.2308}"
9,Аджика сухая зеленая,Алыча,0.077,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1981, 'fuzzy': 0.24}"
10,Аджика зеленая,Аджика,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
10,Аджика зеленая,Кефаль,0.2382,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2426, 'fuzzy': 0.3}"
10,Аджика зеленая,Алыча,0.1906,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1981, 'fuzzy': 0.3158}"
12,Агар пищевой,Фосфат пищевой,3.2591,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.8462, 'fuzzy': 0.7368}"
12,Агар пищевой,Аммоний пищевой,3.2591,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.8461, 'fuzzy': 0.7368}"
12,Агар пищевой,Агар-агар,2.9466,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.547, 'fuzzy': 0.381}"
18,Аминосоус,Шампанское,0.1579,"{'fallback': True, 'mode': 'forced'}"
19,Ананас кубики,Ананас,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
19,Ананас кубики,Виноград,0.7121,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2665, 'fuzzy': 0.1905}"
19,Ананас кубики,Барсук,0.3938,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2264, 'fuzzy': 0.4211}"
20,Ананас мини,Ананас,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
20,Ананас мини,Виноград,0.7422,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2665, 'fuzzy': 0.2105}"
20,Ананас мини,Каннеллони,0.4472,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2081, 'fuzzy': 0.4762}"
21,Ананас очищенный,Ананас,4.2278,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.7674, 'fuzzy': 1.0}"
21,Ананас очищенный,Кальмар очищенный,2.921,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.6438, 'fuzzy': 0.7273}"
21,Ананас очищенный,Кальмар,1.2909,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.6438, 'fuzzy': 0.1739}"
22,Ананас кольца замороженный,Ананас,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
22,Ананас кольца замороженный,Виноград,0.7793,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2665, 'fuzzy': 0.2353}"
22,Ананас кольца замороженный,Маскарпоне,0.1939,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1837, 'fuzzy': 0.3333}"
23,Ананас планета витаминов замороженный,Ананас,4.45,"{'coverage_ing': 1.0, 'title_overlap': 0.25, 'vec_sim': 1.0, 'fuzzy': 1.0}"
23,Ананас планета витаминов замороженный,Виноград,0.8264,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2665, 'fuzzy': 0.2667}"
23,Ананас планета витаминов замороженный,Маскарпоне,0.1407,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1837, 'fuzzy': 0.2979}"
24,Ананас резаный,Ананас,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
24,Ананас резаный,Виноград,0.8355,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2665, 'fuzzy': 0.2727}"
24,Ананас резаный,Каннеллони,0.3579,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2081, 'fuzzy': 0.4167}"
25,Ананас сушеный,Ананас,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
25,Ананас сушеный,Виноград,0.6991,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2665, 'fuzzy': 0.1818}"
25,Ананас сушеный,Каннеллони,0.3579,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2081, 'fuzzy': 0.4167}"
26,Ананасовый сок,Сок,4.5841,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.9901, 'fuzzy': 1.0}"
26,Ананасовый сок,Сок мандариновый,3.5727,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9829, 'fuzzy': 0.8}"
26,Ананасовый сок,Сок гранатовый,3.5533,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9842, 'fuzzy': 0.7857}"
27,Ананасы кольцами,Цедра мандарина,0.1548,"{'fallback': True, 'mode': 'forced'}"
28,Ананасы кусочками,Сода гашеная уксусом,0.1622,"{'fallback': True, 'mode': 'forced'}"
29,Ананасы кольца консервированные,Грибы консервированные,3.6124,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9995, 'fuzzy': 0.8421}"
29,Ананасы кольца консервированные,Грибы маринованные,2.3326,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.9987, 'fuzzy': 0.4898}"
29,Ананасы кольца консервированные,Грибы,1.8487,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.9992, 'fuzzy': 0.1667}"
30,Ананасы кольца консервированные,Грибы консервированные,3.6124,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9995, 'fuzzy': 0.8421}"
30,Ананасы кольца консервированные,Грибы маринованные,2.3326,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.9987, 'fuzzy': 0.4898}"
30,Ананасы кольца консервированные,Грибы,1.8487,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.9992, 'fuzzy': 0.1667}"
31,Ананасы консерв кольца,Цедра мандарина,0.1459,"{'fallback': True, 'mode': 'forced'}"
32,Ананасы консерв кольца,Цедра мандарина,0.1459,"{'fallback': True, 'mode': 'forced'}"
33,Ананасы консерв кусочками,Кислота аскорбиновая,0.1467,"{'fallback': True, 'mode': 'forced'}"
34,Ананасы консервированные кусочками,Грибы консервированные,3.6124,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9995, 'fuzzy': 0.8421}"
34,Ананасы консервированные кусочками,Грибы маринованные,2.2326,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.9987, 'fuzzy': 0.4231}"
34,Ананасы консервированные кусочками,Грибы,1.8294,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.9992, 'fuzzy': 0.1538}"
35,Ананасы кусочками,Сода гашеная уксусом,0.1622,"{'fallback': True, 'mode': 'forced'}"
36,Анчоус филе,Филе,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
36,Анчоус филе,Филе рыбное,3.3466,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.995, 'fuzzy': 0.6364}"
36,Анчоус филе,Филе индейки,3.1918,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9949, 'fuzzy': 0.5333}"
37,Анчоус натуральный филе,Филе,4.3154,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.8846, 'fuzzy': 1.0}"
37,Анчоус натуральный филе,Филе рыбное,2.9587,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.8804, 'fuzzy': 0.5333}"
37,Анчоус натуральный филе,Филе индейки,2.9081,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.8801, 'fuzzy': 0.5}"
39,Антипасти перчик,Капуста морская,0.1355,"{'fallback': True, 'mode': 'forced'}"
40,Антипасти патиссоны,Капуста краснокочанная,0.1317,"{'fallback': True, 'mode': 'forced'}"
41,Антипасти желтый перчик,Перец болгарский желтый,2.7019,"{'coverage_ing': 0.3333, 'title_overlap': 0.2, 'vec_sim': 0.793, 'fuzzy': 0.6087}"
41,Антипасти желтый перчик,Перец болгарский,1.7691,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.721, 'fuzzy': 0.4103}"
41,Антипасти желтый перчик,Болгарский перец,1.7691,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.721, 'fuzzy': 0.4103}"
42,Антрекот говяжий охлажденный,Рубец говяжий,3.3817,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9886, 'fuzzy': 0.7}"
42,Антрекот говяжий охлажденный,Язык говяжий,3.1977,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.839, 'fuzzy': 0.7368}"
42,Антрекот говяжий охлажденный,Язык свиной,0.9722,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.3672, 'fuzzy': 0.2564}"
43,Апельсин дольки,Апельсин,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
43,Апельсин дольки,Щавель,0.2775,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1913, 'fuzzy': 0.381}"
43,Апельсин дольки,Почки,0.244,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1525, 'fuzzy': 0.4}"
44,Апельсин грейпфрут сок,Сок,4.0319,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.7074, 'fuzzy': 1.0}"
44,Апельсин грейпфрут сок,Апельсин,3.7456,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.5285, 'fuzzy': 1.0}"
44,Апельсин грейпфрут сок,Грейпфрут,3.6924,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.4953, 'fuzzy': 1.0}"
45,Апельсин соковый,Апельсин,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
45,Апельсин соковый,Сок апельсиновый,0.5799,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.0343, 'fuzzy': 0.75}"
45,Апельсин соковый,Щавель,0.2516,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1913, 'fuzzy': 0.3636}"
46,Апельсиновый сок,Сок апельсиновый,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
46,Апельсиновый сок,Сок,4.2848,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.803, 'fuzzy': 1.0}"
46,Апельсиновый сок,Сок мандариновый,3.0997,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.7928, 'fuzzy': 0.6875}"
47,Апельсиновый сок,Сок апельсиновый,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
47,Апельсиновый сок,Сок,4.2848,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.803, 'fuzzy': 1.0}"
47,Апельсиновый сок,Сок мандариновый,3.0997,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.7928, 'fuzzy': 0.6875}"
48,Апельсиновый сок,Сок апельсиновый,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
48,Апельсиновый сок,Сок,4.2848,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.803, 'fuzzy': 1.0}"
48,Апельсиновый сок,Сок мандариновый,3.0997,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.7928, 'fuzzy': 0.6875}"
49,Апельсиновый сок,Сок апельсиновый,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
49,Апельсиновый сок,Сок,4.2848,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.803, 'fuzzy': 1.0}"
49,Апельсиновый сок,Сок мандариновый,3.0997,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.7928, 'fuzzy': 0.6875}"
50,Апельсины,Лепестки,0.1412,"{'fallback': True, 'mode': 'forced'}"
51,Апельсины крупные,Крылья куриные,0.1548,"{'fallback': True, 'mode': 'forced'}"
52,Апельсины навелин,Пудинг ванильный,0.1455,"{'fallback': True, 'mode': 'forced'}"
53,Апельсины,Лепестки,0.1412,"{'fallback': True, 'mode': 'forced'}"
54,Арахис обжаренный,Арахис,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
54,Арахис обжаренный,Творожная масса,0.2987,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2101, 'fuzzy': 0.375}"
54,Арахис обжаренный,Хамса,0.0551,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1537, 'fuzzy': 0.2727}"
55,Арахис обжаренный,Арахис,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
55,Арахис обжаренный,Творожная масса,0.2987,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2101, 'fuzzy': 0.375}"
55,Арахис обжаренный,Хамса,0.0551,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1537, 'fuzzy': 0.2727}"
56,Арахис обжаренный соленый,Арахис,3.9958,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.6849, 'fuzzy': 1.0}"
56,Арахис обжаренный соленый,Огурец соленый,2.6472,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5608, 'fuzzy': 0.6667}"
56,Арахис обжаренный соленый,Помидор соленый,2.6058,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5633, 'fuzzy': 0.6364}"
57,Арахис жареный,Арахис,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
57,Арахис жареный,Творожная масса,0.2534,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2101, 'fuzzy': 0.3448}"
57,Арахис жареный,Хамса,0.1197,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1537, 'fuzzy': 0.3158}"
58,Арахис семушка жареный соленый,Арахис,3.9458,"{'coverage_ing': 1.0, 'title_overlap': 0.25, 'vec_sim': 0.6849, 'fuzzy': 1.0}"
58,Арахис семушка жареный соленый,Огурец соленый,2.6172,"{'coverage_ing': 0.5, 'title_overlap': 0.2, 'vec_sim': 0.5608, 'fuzzy': 0.6667}"
58,Арахис семушка жареный соленый,Помидор соленый,2.5758,"{'coverage_ing': 0.5, 'title_overlap': 0.2, 'vec_sim': 0.5633, 'fuzzy': 0.6364}"
59,Арахис сырой,Арахис,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
59,Арахис сырой,Творожная масса,0.2917,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2101, 'fuzzy': 0.3704}"
59,Арахис сырой,Лангуст,0.0753,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2247, 'fuzzy': 0.2105}"
60,Арахис,Арахис,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
60,Арахис,Лангуст,0.221,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2247, 'fuzzy': 0.3077}"
60,Арахис,Хамса,0.1914,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1537, 'fuzzy': 0.3636}"
61,Арахис,Арахис,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
61,Арахис,Лангуст,0.221,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2247, 'fuzzy': 0.3077}"
61,Арахис,Хамса,0.1914,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1537, 'fuzzy': 0.3636}"
62,Арахис жареный бланшированный,Арахис,4.5,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 1.0, 'fuzzy': 1.0}"
62,Арахис жареный бланшированный,Творожная масса,0.2135,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2101, 'fuzzy': 0.3182}"
62,Арахис жареный бланшированный,Лангуст,0.0095,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2247, 'fuzzy': 0.1667}"
63,Арахис жареный,Арахис,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
63,Арахис жареный,Творожная масса,0.2534,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2101, 'fuzzy': 0.3448}"
63,Арахис жареный,Хамса,0.1197,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1537, 'fuzzy': 0.3158}"
64,Арахис жареный,Арахис,4.6,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 1.0, 'fuzzy': 1.0}"
64,Арахис жареный,Творожная масса,0.2534,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.2101, 'fuzzy': 0.3448}"
64,Арахис жареный,Хамса,0.1197,"{'coverage_ing': 0.0, 'title_overlap': 0.0, 'vec_sim': 0.1537, 'fuzzy': 0.3158}"
65,Арахис жареный соленый,Арахис,3.9958,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.6849, 'fuzzy': 1.0}"
65,Арахис жареный соленый,Огурец соленый,2.6472,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5608, 'fuzzy': 0.6667}"
65,Арахис жареный соленый,Помидор соленый,2.6058,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5633, 'fuzzy': 0.6364}"
66,Арахис жареный соленый,Арахис,3.9958,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.6849, 'fuzzy': 1.0}"
66,Арахис жареный соленый,Огурец соленый,2.6472,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5608, 'fuzzy': 0.6667}"
66,Арахис жареный соленый,Помидор соленый,2.6058,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5633, 'fuzzy': 0.6364}"
67,Арахис жареный соленый,Арахис,3.9958,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.6849, 'fuzzy': 1.0}"
67,Арахис жареный соленый,Огурец соленый,2.6472,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5608, 'fuzzy': 0.6667}"
67,Арахис жареный соленый,Помидор соленый,2.6058,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5633, 'fuzzy': 0.6364}"
68,Арахис жареный соленый,Арахис,3.9958,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.6849, 'fuzzy': 1.0}"
68,Арахис жареный соленый,Огурец соленый,2.6472,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5608, 'fuzzy': 0.6667}"
68,Арахис жареный соленый,Помидор соленый,2.6058,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5633, 'fuzzy': 0.6364}"
69,Арахис жареный соленый,Арахис,3.9958,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.6849, 'fuzzy': 1.0}"
69,Арахис жареный соленый,Огурец соленый,2.6472,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5608, 'fuzzy': 0.6667}"
69,Арахис жареный соленый,Помидор соленый,2.6058,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.5633, 'fuzzy': 0.6364}"
70,Арахисовая паста,Паста арахисовая,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
70,Арахисовая паста,Паста,4.5909,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.9943, 'fuzzy': 1.0}"
70,Арахисовая паста,Паста ореховая,3.5953,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9971, 'fuzzy': 0.8}"
71,Арахисовая паста азбука,Паста арахисовая,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
71,Арахисовая паста азбука,Паста,4.4909,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.9943, 'fuzzy': 1.0}"
71,Арахисовая паста азбука,Паста ореховая,3.3183,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9971, 'fuzzy': 0.6486}"
72,Арахисовая паста азбука,Паста арахисовая,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
72,Арахисовая паста азбука,Паста,4.4909,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.9943, 'fuzzy': 1.0}"
72,Арахисовая паста азбука,Паста ореховая,3.3183,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9971, 'fuzzy': 0.6486}"
73,Арахисовая паста,Паста арахисовая,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
73,Арахисовая паста,Паста,4.5909,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.9943, 'fuzzy': 1.0}"
73,Арахисовая паста,Паста ореховая,3.5953,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9971, 'fuzzy': 0.8}"
74,Арахисовая паста мелкий,Паста арахисовая,4.7,"{'coverage_ing': 1.0, 'title_overlap': 0.6667, 'vec_sim': 1.0, 'fuzzy': 1.0}"
74,Арахисовая паста мелкий,Паста,4.4909,"{'coverage_ing': 1.0, 'title_overlap': 0.3333, 'vec_sim': 0.9943, 'fuzzy': 1.0}"
74,Арахисовая паста мелкий,Паста ореховая,3.3183,"{'coverage_ing': 0.5, 'title_overlap': 0.25, 'vec_sim': 0.9971, 'fuzzy': 0.6486}"
75,Арахисовая паста,Паста арахисовая,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
75,Арахисовая паста,Паста,4.5909,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.9943, 'fuzzy': 1.0}"
75,Арахисовая паста,Паста ореховая,3.5953,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9971, 'fuzzy': 0.8}"
76,Арахисовая паста,Паста арахисовая,4.9,"{'coverage_ing': 1.0, 'title_overlap': 1.0, 'vec_sim': 1.0, 'fuzzy': 1.0}"
76,Арахисовая паста,Паста,4.5909,"{'coverage_ing': 1.0, 'title_overlap': 0.5, 'vec_sim': 0.9943, 'fuzzy': 1.0}"
76,Арахисовая паста,Паста ореховая,3.5953,"{'coverage_ing': 0.5, 'title_overlap': 0.3333, 'vec_sim': 0.9971, 'fuzzy': 0.8}"
